,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
0,1989,1,Notre Dame,2,36,,Virginia,1000,13
1,1989,1,Arizona,18,19,,Stanford,1000,3
2,1989,1,Brigham Young,19,24,@,New Mexico,1000,3
3,1989,1,Clemson,12,30,,Furman,1000,0
4,1989,1,Houston,21,69,@,Nevada-Las Vegas,1000,0
5,1989,1,North Carolina State,24,10,,Maryland,1000,6
6,1989,1,Oklahoma,15,73,,New Mexico State,1000,3
7,1989,1,Pittsburgh,20,38,,Pacific,1000,3
8,1989,1,Southern Mississippi,1000,30,,Florida State,6,26
9,1989,1,Texas A&M,1000,28,,Louisiana State,7,16
10,1989,1,West Virginia,17,35,,Ball State,1000,10
11,1989,1,Colorado,14,27,,Texas,1000,6
12,1989,1,Illinois,22,14,@,Southern California,5,13
13,1989,2,Washington State,1000,46,@,Brigham Young,24,41
14,1989,2,Auburn,5,55,,Pacific,1000,0
15,1989,2,Clemson,10,34,@,Florida State,16,23
16,1989,2,Colorado,9,45,,Colorado State,1000,20
17,1989,2,Miami (FL),3,51,@,Wisconsin,1000,3
18,1989,2,Mississippi State,1000,26,@,Southern Mississippi,18,23
19,1989,2,Nebraska,4,48,,Northern Illinois,1000,17
20,1989,2,North Carolina State,25,38,,Georgia Tech,1000,28
21,1989,2,Oklahoma,8,33,,Baylor,1000,7
22,1989,2,Pittsburgh,23,29,@,Boston College,1000,10
23,1989,2,Syracuse,14,43,@,Temple,1000,3
24,1989,2,Tennessee,1000,24,@,UCLA,6,6
25,1989,2,Texas Tech,1000,24,,Arizona,20,14
26,1989,2,Virginia,1000,14,@,Penn State,12,6
27,1989,2,Washington,1000,19,,Texas A&M,15,6
28,1989,2,West Virginia,17,14,@,Maryland,1000,10
29,1989,3,Alabama,16,35,,Memphis,1000,7
30,1989,3,Arizona,1000,6,,Oklahoma,6,3
31,1989,3,Arkansas,9,26,,Tulsa,1000,7
32,1989,3,Auburn,5,24,,Southern Mississippi,1000,3
33,1989,3,Clemson,7,27,@,Virginia Tech,1000,7
34,1989,3,Colorado,8,38,,Illinois,10,7
35,1989,3,Florida State,1000,31,@,Louisiana State,21,21
36,1989,3,Miami (FL),3,31,,California,1000,3
37,1989,3,Nebraska,4,42,,Utah,1000,30
38,1989,3,North Carolina State,19,27,@,Wake Forest,1000,17
39,1989,3,Notre Dame,1,24,@,Michigan,2,19
40,1989,3,Oregon,1000,44,@,Iowa,24,6
41,1989,3,Southern California,13,66,,Utah State,1000,10
42,1989,3,Syracuse,11,10,,Army,1000,7
43,1989,3,Tennessee,17,28,,Duke,1000,6
44,1989,3,Texas A&M,22,44,@,Texas Christian,1000,7
45,1989,3,UCLA,20,28,@,San Diego State,1000,25
46,1989,3,Washington,15,38,,Purdue,1000,9
47,1989,3,Washington State,23,41,,Oregon State,1000,3
48,1989,3,West Virginia,12,45,,South Carolina,1000,21
49,1989,4,Alabama,15,15,,Kentucky,1000,3
50,1989,4,Arizona,23,20,,Washington,11,17
51,1989,4,Arkansas,8,24,@,Mississippi,1000,17
52,1989,4,Clemson,7,31,,Maryland,1000,7
53,1989,4,Houston,17,36,@,Arizona State,1000,7
54,1989,4,Illinois,20,41,,Utah State,1000,2
55,1989,4,Miami (FL),2,38,@,Missouri,1000,7
56,1989,4,Michigan,5,24,@,UCLA,24,23
57,1989,4,Nebraska,3,48,@,Minnesota,1000,0
58,1989,4,North Carolina State,18,40,,North Carolina,1000,6
59,1989,4,Notre Dame,1,21,,Michigan State,1000,13
60,1989,4,Pittsburgh,13,30,,Syracuse,10,23
61,1989,4,Southern California,12,42,,Ohio State,25,3
62,1989,4,Stanford,1000,18,,Oregon,22,17
63,1989,4,Washington State,19,29,@,Wyoming,1000,23
64,1989,4,West Virginia,9,30,@,Louisville,1000,21
65,1989,5,Air Force,24,46,@,Colorado State,1000,21
66,1989,5,Alabama,13,20,@,Vanderbilt,1000,14
67,1989,5,Arkansas,8,39,,Texas-El Paso,1000,7
68,1989,5,Colorado,5,45,@,Washington,21,28
69,1989,5,Duke,1000,21,,Clemson,7,17
70,1989,5,Houston,14,65,,Temple,1000,7
71,1989,5,Miami (FL),2,26,@,Michigan State,1000,20
72,1989,5,Michigan,6,41,,Maryland,1000,21
73,1989,5,Nebraska,3,35,,Oregon State,1000,7
74,1989,5,North Carolina State,15,42,,Kent State,1000,22
75,1989,5,Notre Dame,1,40,@,Purdue,1000,7
76,1989,5,Oklahoma,16,45,@,Kansas,1000,6
77,1989,5,Oregon,1000,16,,Arizona,17,10
79,1989,5,South Carolina,1000,24,@,Georgia,23,20
80,1989,5,Southern California,11,18,@,Washington State,19,17
81,1989,5,Tennessee,12,21,,Auburn,4,14
82,1989,5,Texas A&M,22,31,,Southern Mississippi,1000,14
83,1989,6,Air Force,20,35,@,Navy,1000,7
84,1989,6,Alabama,13,62,@,Mississippi,1000,27
85,1989,6,Arkansas,7,41,@,Texas Christian,1000,19
86,1989,6,Auburn,11,24,@,Kentucky,1000,12
87,1989,6,Clemson,15,34,,Virginia,1000,20
88,1989,6,Colorado,3,49,,Missouri,1000,3
89,1989,6,Florida State,22,41,@,Syracuse,17,10
90,1989,6,Houston,12,66,,Baylor,1000,10
91,1989,6,Illinois,18,34,,Ohio State,1000,14
92,1989,6,Miami (FL),2,56,,Cincinnati,1000,0
93,1989,6,Michigan,5,24,,Wisconsin,1000,0
94,1989,6,Michigan State,24,17,@,Iowa,1000,14
95,1989,6,Nebraska,4,58,,Kansas State,1000,7
96,1989,6,North Carolina State,14,35,,Middle Tennessee State,1000,14
97,1989,6,Notre Dame,1,27,@,Stanford,1000,17
98,1989,6,Oklahoma,16,37,,Oklahoma State,1000,15
99,1989,6,Pittsburgh,8,27,@,Temple,1000,3
100,1989,6,Southern California,9,24,,Washington,1000,16
101,1989,6,Tennessee,6,17,,Georgia,1000,14
102,1989,6,Texas Tech,1000,27,,Texas A&M,19,24
103,1989,6,UCLA,25,33,,Arizona State,1000,14
104,1989,6,Virginia Tech,1000,12,@,West Virginia,9,10
105,1989,6,Washington State,21,51,@,Oregon,23,38
106,1989,7,Alabama,11,24,,Louisiana,1000,17
107,1989,7,Arizona,1000,42,,UCLA,22,7
108,1989,7,Arkansas,7,45,@,Texas Tech,1000,13
109,1989,7,Auburn,12,10,,Louisiana State,1000,6
110,1989,7,Brigham Young,25,45,@,Colorado State,1000,16
111,1989,7,Colorado,3,52,@,Iowa State,1000,17
112,1989,7,Florida,25,34,,Vanderbilt,1000,11
113,1989,7,Florida State,19,41,@,Virginia Tech,1000,7
114,1989,7,Georgia Tech,1000,30,@,Clemson,14,14
115,1989,7,Illinois,16,14,@,Purdue,1000,2
116,1989,7,Miami (FL),2,48,,San Jose State,1000,16
117,1989,7,Michigan,5,10,@,Michigan State,21,7
118,1989,7,Nebraska,4,50,@,Missouri,1000,7
119,1989,7,Notre Dame,1,41,@,Air Force,17,27
120,1989,7,Penn State,23,34,@,Syracuse,1000,12
121,1989,7,Pittsburgh,9,31,,Navy,1000,14
122,1989,7,Southern California,10,31,@,California,1000,15
123,1989,7,Texas,1000,28,,Oklahoma,15,24
124,1989,7,Texas A&M,1000,17,,Houston,8,13
125,1989,7,Washington State,17,31,,Stanford,1000,13
126,1989,8,Alabama,10,47,,Tennessee,6,30
127,1989,8,Arizona,22,23,@,Washington State,15,21
128,1989,8,Brigham Young,21,49,,Texas-El Paso,1000,24
129,1989,8,Clemson,1000,30,,North Carolina State,12,10
130,1989,8,Colorado,3,49,,Kansas,1000,17
131,1989,8,Florida,20,27,,New Mexico,1000,21
132,1989,8,Florida State,14,22,,Auburn,11,14
133,1989,8,Houston,16,95,,Southern Methodist,1000,21
134,1989,8,Illinois,13,14,@,Michigan State,1000,10
135,1989,8,Michigan,5,26,@,Iowa,1000,12
136,1989,8,Nebraska,4,48,@,Oklahoma State,1000,23
137,1989,8,Notre Dame,1,28,,Southern California,9,24
138,1989,8,Oklahoma,25,43,@,Iowa State,1000,40
139,1989,8,South Carolina,24,24,,Western Carolina,1000,3
140,1989,8,Texas,1000,24,@,Arkansas,7,20
141,1989,8,Texas A&M,23,14,@,Baylor,1000,11
142,1989,8,Texas Christian,1000,27,,Air Force,19,9
143,1989,8,West Virginia,18,69,,Cincinnati,1000,3
144,1989,9,Alabama,6,17,@,Penn State,14,16
145,1989,9,Arizona,17,38,,Pacific,1000,14
146,1989,9,Arizona State,1000,44,,Washington State,23,39
147,1989,9,Arkansas,13,45,,Houston,12,39
148,1989,9,Auburn,16,14,,Mississippi State,1000,0
149,1989,9,Clemson,22,44,,Wake Forest,1000,10
150,1989,9,Colorado,3,20,@,Oklahoma,1000,3
151,1989,9,Florida State,9,24,,Miami (FL),2,10
152,1989,9,Hawaii,1000,56,,Brigham Young,18,14
153,1989,9,Illinois,8,32,,Wisconsin,1000,9
154,1989,9,Michigan,5,38,,Indiana,1000,10
155,1989,9,Nebraska,4,49,,Iowa State,1000,17
156,1989,9,North Carolina State,20,20,@,South Carolina,25,10
157,1989,9,Notre Dame,1,45,,Pittsburgh,7,7
158,1989,9,Southern California,10,19,,Stanford,1000,0
159,1989,9,Tennessee,11,45,@,Louisiana State,1000,39
160,1989,9,Texas A&M,21,45,@,Rice,1000,7
161,1989,9,West Virginia,15,44,@,Boston College,1000,30
162,1989,10,Alabama,5,23,,Mississippi State,1000,10
163,1989,10,Arkansas,11,38,@,Rice,1000,17
164,1989,10,Auburn,12,10,,Florida,19,7
165,1989,10,Brigham Young,23,45,,Oregon,1000,41
166,1989,10,California,1000,29,,Arizona,15,28
167,1989,10,Clemson,21,35,@,North Carolina,1000,3
168,1989,10,Colorado,2,27,,Nebraska,3,21
169,1989,10,Florida State,6,35,,South Carolina,1000,10
170,1989,10,Fresno State,25,31,,San Jose State,1000,30
171,1989,10,Houston,17,55,@,Texas Christian,1000,10
172,1989,10,Illinois,8,31,@,Iowa,1000,7
173,1989,10,Miami (FL),7,40,,East Carolina,1000,10
174,1989,10,Michigan,4,42,,Purdue,1000,27
175,1989,10,Notre Dame,1,41,,Navy,1000,0
176,1989,10,Penn State,16,19,,West Virginia,13,9
177,1989,10,Southern California,9,48,,Oregon State,1000,6
178,1989,10,Texas A&M,20,63,,Southern Methodist,1000,14
179,1989,10,Texas Tech,1000,24,@,Texas,22,17
180,1989,10,Virginia,24,20,@,North Carolina State,18,9
181,1989,11,Alabama,4,32,@,Louisiana State,1000,16
182,1989,11,Arkansas,10,19,,Baylor,1000,10
183,1989,11,Auburn,12,38,,Louisiana Tech,1000,23
184,1989,11,Brigham Young,21,44,,Air Force,1000,35
185,1989,11,Colorado,2,41,@,Oklahoma State,1000,17
186,1989,11,Duke,1000,35,,North Carolina State,22,26
187,1989,11,Fresno State,24,45,@,New Mexico State,1000,5
188,1989,11,Georgia,1000,17,,Florida,20,10
189,1989,11,Houston,15,47,,Texas,1000,9
190,1989,11,Miami (FL),7,24,@,Pittsburgh,14,3
191,1989,11,Michigan,3,24,@,Illinois,8,10
192,1989,11,Nebraska,6,51,,Kansas,1000,14
193,1989,11,Notre Dame,1,59,,Southern Methodist,1000,6
195,1989,11,Southern California,9,24,@,Arizona,25,3
196,1989,11,Tennessee,11,52,,Akron,1000,9
197,1989,11,Texas Tech,23,37,,Texas Christian,1000,7
198,1989,11,Virginia,18,32,,Virginia Tech,1000,25
199,1989,11,West Virginia,19,21,,Rutgers,1000,20
200,1989,12,Alabama,4,37,,Southern Mississippi,1000,14
201,1989,12,Auburn,11,20,@,Georgia,1000,3
202,1989,12,Brigham Young,21,70,,Utah,1000,31
203,1989,12,Clemson,15,45,@,South Carolina,1000,0
204,1989,12,Colorado,2,59,@,Kansas State,1000,11
205,1989,12,Duke,25,41,@,North Carolina,1000,0
206,1989,12,Florida State,5,57,,Memphis,1000,20
207,1989,12,Illinois,12,41,,Indiana,1000,28
208,1989,12,Miami (FL),7,42,,San Diego State,1000,6
209,1989,12,Michigan,3,49,@,Minnesota,1000,15
210,1989,12,Nebraska,6,42,,Oklahoma,1000,25
211,1989,12,New Mexico,1000,45,,Fresno State,23,22
212,1989,12,Notre Dame,1,34,@,Penn State,17,23
213,1989,12,Ohio State,22,42,,Wisconsin,1000,22
214,1989,12,Pittsburgh,19,47,,East Carolina,1000,42
215,1989,12,Tennessee,9,33,,Mississippi,1000,21
216,1989,12,Texas Tech,20,48,@,Southern Methodist,1000,24
218,1989,12,Virginia,16,48,@,Maryland,1000,21
219,1989,13,West Virginia,17,24,@,Syracuse,1000,17
220,1989,13,Arkansas,9,23,@,Texas A&M,14,22
221,1989,13,Brigham Young,21,48,@,San Diego State,1000,27
222,1989,13,Hawaii,24,23,,Oregon State,1000,21
223,1989,13,Houston,13,40,,Texas Tech,18,24
224,1989,13,Illinois,11,63,@,Northwestern,1000,14
225,1989,13,Miami (FL),7,27,,Notre Dame,1,10
226,1989,13,Michigan,3,28,,Ohio State,20,18
227,1989,13,Michigan State,25,31,@,Wisconsin,1000,3
228,1989,13,Penn State,22,16,@,Pittsburgh,19,13
229,1989,13,Tennessee,8,31,@,Kentucky,1000,10
230,1989,14,Arkansas,9,38,,Southern Methodist,1000,24
231,1989,14,Auburn,11,30,,Alabama,2,20
232,1989,14,Florida State,6,24,@,Florida,1000,17
233,1989,14,Houston,13,64,@,Rice,1000,0
234,1989,14,Pittsburgh,24,46,,Rutgers,1000,29
235,1989,14,Tennessee,8,17,,Vanderbilt,1000,10
236,1989,14,Texas A&M,16,21,,Texas,1000,10
238,1989,17,Michigan State,22,33,@,Hawaii,25,13
239,1989,18,Texas Tech,24,49,,Duke,20,21
240,1989,18,Penn State,18,50,,Brigham Young,19,39
241,1989,18,Clemson,14,27,,West Virginia,17,7
242,1989,18,Pittsburgh,23,31,,Texas A&M,16,28
243,1989,19,Auburn,9,31,,Ohio State,21,14
244,1989,19,Florida State,5,41,,Nebraska,6,17
245,1989,19,Illinois,11,31,,Virginia,15,21
246,1989,19,Miami (FL),2,33,,Alabama,7,25
247,1989,19,Notre Dame,4,21,,Colorado,1,6
248,1989,19,Southern California,12,17,,Michigan,3,10
249,1989,19,Tennessee,8,31,,Arkansas,10,27
251,1990,2,Southern California,9,34,,Syracuse,1000,16
252,1990,2,Brigham Young,16,30,@,Texas-El Paso,1000,10
253,1990,2,Clemson,10,59,,Long Beach State,1000,0
254,1990,2,Nebraska,7,13,,Baylor,1000,0
255,1990,2,Pittsburgh,18,35,,Ohio,1000,3
256,1990,2,Tennessee,8,55,,Pacific,1000,7
257,1990,2,Texas A&M,13,28,@,Hawaii,1000,13
258,1990,2,Virginia,15,59,@,Kansas,1000,10
259,1990,2,West Virginia,25,35,,Kent State,1000,24
260,1990,3,Colorado,6,21,,Stanford,1000,17
261,1990,3,Arizona,1000,28,,Illinois,11,16
262,1990,3,Auburn,3,38,,Cal State Fullerton,1000,17
263,1990,3,Brigham Young,16,28,,Miami (FL),1,21
264,1990,3,Florida State,3,45,,East Carolina,1000,24
265,1990,3,Houston,24,37,,Nevada-Las Vegas,1000,9
266,1990,3,Maryland,1000,14,@,West Virginia,25,10
267,1990,3,Nebraska,10,60,,Northern Illinois,1000,14
268,1990,3,Ohio State,18,17,,Texas Tech,1000,10
269,1990,3,Oklahoma,23,34,@,UCLA,19,14
270,1990,3,Pittsburgh,17,29,,Boston College,1000,6
271,1990,3,Southern Mississippi,1000,27,@,Alabama,13,24
272,1990,3,Tennessee,8,40,@,Mississippi State,1000,7
273,1990,3,Texas,1000,17,@,Penn State,21,13
274,1990,3,Virginia,14,20,,Clemson,9,7
275,1990,3,Washington,20,20,,San Jose State,1000,17
276,1990,4,Houston,18,51,@,Texas Tech,1000,35
277,1990,4,Arizona,20,25,@,New Mexico,1000,10
278,1990,4,Arizona State,25,31,,Colorado State,1000,20
279,1990,4,Arkansas,15,28,,Tulsa,1000,3
280,1990,4,Auburn,2,24,@,Mississippi,1000,10
281,1990,4,Brigham Young,5,50,,Washington State,1000,36
282,1990,4,Clemson,16,18,@,Maryland,1000,17
283,1990,4,Florida,24,17,@,Alabama,1000,13
284,1990,4,Florida State,3,48,,Georgia Southern,1000,6
285,1990,4,Illinois,21,23,,Colorado,9,22
286,1990,4,Miami (FL),10,52,@,California,1000,24
288,1990,4,Notre Dame,1,28,,Michigan,4,24
289,1990,4,Ohio State,17,31,@,Boston College,1000,10
290,1990,4,Oklahoma,14,52,,Pittsburgh,13,10
291,1990,4,Southern California,6,19,,Penn State,1000,14
292,1990,4,Tennessee,7,56,,Texas-El Paso,1000,0
293,1990,4,Texas A&M,12,63,,Louisiana,1000,14
294,1990,4,Virginia,11,56,,Navy,1000,14
295,1990,4,Washington,22,20,@,Purdue,1000,14
296,1990,5,Arizona,18,22,,Oregon,1000,17
297,1990,5,Brigham Young,4,62,,San Diego State,1000,34
298,1990,5,Clemson,17,48,,Appalachian State,1000,0
299,1990,5,Colorado,20,29,@,Texas,22,22
300,1990,5,Florida,19,27,,Furman,1000,3
301,1990,5,Florida State,2,31,@,Tulane,1000,13
302,1990,5,Illinois,15,56,,Southern Illinois,1000,21
303,1990,5,Michigan,7,38,,UCLA,1000,15
304,1990,5,Mississippi,1000,21,@,Arkansas,13,17
305,1990,5,Nebraska,8,56,,Minnesota,1000,0
306,1990,5,Notre Dame,1,20,@,Michigan State,24,19
307,1990,5,Oklahoma,11,52,,Tulsa,1000,10
309,1990,5,Texas A&M,12,40,,North Texas,1000,8
310,1990,5,Virginia,10,59,@,Duke,1000,0
311,1990,5,Washington,21,31,,Southern California,5,0
312,1990,6,Arkansas,23,31,,Colorado State,1000,20
313,1990,6,California,1000,30,@,Arizona,16,25
314,1990,6,Clemson,19,26,,Duke,1000,7
315,1990,6,Colorado,20,20,,Washington,12,14
316,1990,6,Florida,17,34,,Mississippi State,1000,21
317,1990,6,Florida State,2,39,,Virginia Tech,1000,28
318,1990,6,Fresno State,24,38,@,Cal State Fullerton,1000,3
319,1990,6,Georgia Tech,1000,27,,South Carolina,25,6
320,1990,6,Houston,13,24,,Rice,1000,22
321,1990,6,Louisiana State,1000,17,,Texas A&M,11,8
322,1990,6,Miami (FL),10,48,,Iowa,1000,21
323,1990,6,Michigan,6,45,,Maryland,1000,17
324,1990,6,Michigan State,22,34,@,Rutgers,1000,10
325,1990,6,Missouri,1000,30,,Arizona State,21,9
326,1990,6,Nebraska,8,31,,Oregon State,1000,7
327,1990,6,Notre Dame,1,37,,Purdue,1000,11
328,1990,6,Oklahoma,9,31,,Kansas,1000,17
329,1990,6,Oregon,1000,32,,Brigham Young,4,16
330,1990,6,Southern California,18,35,@,Ohio State,15,26
332,1990,6,Virginia,7,63,,William & Mary,1000,35
333,1990,7,Arizona,25,28,@,UCLA,1000,21
334,1990,7,Auburn,5,16,,Louisiana Tech,1000,14
335,1990,7,Clemson,16,34,,Georgia,1000,3
336,1990,7,Colorado,12,33,@,Missouri,1000,31
337,1990,7,Florida,10,34,,Louisiana State,1000,8
338,1990,7,Georgia Tech,23,31,@,Maryland,1000,3
339,1990,7,Houston,13,31,@,Baylor,1000,15
340,1990,7,Illinois,13,31,@,Ohio State,20,20
341,1990,7,Iowa,1000,12,@,Michigan State,18,7
342,1990,7,Miami (FL),9,31,,Florida State,2,22
343,1990,7,Michigan,3,41,@,Wisconsin,1000,3
344,1990,7,Nebraska,8,45,@,Kansas State,1000,8
345,1990,7,Northern Illinois,1000,73,,Fresno State,24,18
346,1990,7,Oklahoma,7,31,@,Oklahoma State,1000,17
347,1990,7,Oregon,22,52,,Utah State,1000,7
348,1990,7,Southern California,15,30,,Washington State,1000,17
349,1990,7,Stanford,1000,36,@,Notre Dame,1,31
350,1990,7,Texas A&M,19,28,,Texas Tech,1000,24
351,1990,7,Texas Christian,1000,54,@,Arkansas,21,26
352,1990,7,Washington,17,42,@,Arizona State,1000,14
353,1990,8,Auburn,6,56,,Vanderbilt,1000,6
354,1990,8,Brigham Young,13,52,,Colorado State,1000,9
355,1990,8,Colorado,14,28,,Iowa State,1000,12
356,1990,8,Georgia Tech,18,21,,Clemson,15,19
357,1990,8,Houston,12,36,,Texas A&M,20,31
358,1990,8,Illinois,11,34,,Purdue,1000,0
359,1990,8,Iowa,25,30,,Wisconsin,1000,10
360,1990,8,Miami (FL),3,34,,Kansas,1000,0
361,1990,8,Michigan State,1000,28,@,Michigan,1,27
362,1990,8,Mississippi,24,28,@,Georgia,1000,12
363,1990,8,Nebraska,7,69,,Missouri,1000,21
364,1990,8,Notre Dame,8,57,,Air Force,1000,27
366,1990,8,Oregon State,1000,35,,Arizona,21,21
367,1990,8,Southern California,16,37,@,Stanford,1000,22
368,1990,8,Tennessee,5,45,,Florida,9,3
369,1990,8,Texas,1000,14,,Oklahoma,4,13
370,1990,8,Virginia,2,31,,North Carolina State,1000,0
371,1990,8,Washington,17,38,,Oregon,19,17
372,1990,8,Wyoming,23,25,,New Mexico,1000,22
373,1990,9,Alabama,1000,9,@,Tennessee,3,6
374,1990,9,Arizona,1000,35,@,Southern California,15,26
375,1990,9,Auburn,5,20,,Florida State,7,17
377,1990,9,Clemson,22,24,@,North Carolina State,1000,17
378,1990,9,Colorado,14,41,@,Kansas,1000,10
379,1990,9,Florida,17,59,,Akron,1000,0
381,1990,9,Houston,9,44,@,Southern Methodist,1000,17
382,1990,9,Illinois,8,15,,Michigan State,24,13
383,1990,9,Iowa,22,24,@,Michigan,10,23
384,1990,9,Iowa State,1000,33,@,Oklahoma,16,31
385,1990,9,Minnesota,1000,12,,Indiana,20,0
386,1990,9,Mississippi,18,42,,Arkansas State,1000,13
387,1990,9,Nebraska,4,31,,Oklahoma State,1000,3
388,1990,9,Notre Dame,6,29,,Miami (FL),2,20
389,1990,9,Texas,19,49,,Arkansas,1000,17
390,1990,9,Virginia,1,49,@,Wake Forest,1000,14
391,1990,9,Washington,13,52,@,Stanford,1000,16
392,1990,9,Wyoming,21,21,,Weber State,1000,12
393,1990,10,Arizona,23,42,,Washington State,1000,34
394,1990,10,Auburn,2,17,@,Mississippi State,1000,16
395,1990,10,Baylor,1000,27,@,Texas Christian,24,21
396,1990,10,Clemson,19,24,@,Wake Forest,1000,6
397,1990,10,Colorado,10,32,,Oklahoma,22,23
398,1990,10,Florida State,12,42,,Louisiana State,1000,3
399,1990,10,Georgia Tech,16,48,,Duke,1000,31
400,1990,10,Houston,6,62,,Arkansas,1000,28
401,1990,10,Illinois,5,21,@,Wisconsin,1000,3
402,1990,10,Iowa,15,56,,Northwestern,1000,14
403,1990,10,Miami (FL),8,45,@,Texas Tech,1000,10
404,1990,10,Michigan,20,45,@,Indiana,1000,19
405,1990,10,Mississippi,17,14,@,Vanderbilt,1000,13
406,1990,10,Nebraska,4,45,@,Iowa State,1000,13
407,1990,10,Notre Dame,3,31,@,Pittsburgh,1000,22
408,1990,10,Oregon,25,31,,Stanford,1000,0
409,1990,10,Southern California,21,13,@,Arizona State,1000,6
410,1990,10,Texas,13,52,,Southern Methodist,1000,3
411,1990,10,Washington,7,46,,California,1000,7
412,1990,10,Wyoming,18,17,@,Texas-El Paso,1000,10
413,1990,10,Brigham Young,9,55,,New Mexico,1000,31
414,1990,11,Brigham Young,10,54,@,Air Force,1000,7
416,1990,11,Clemson,18,20,,North Carolina,1000,3
417,1990,11,Colorado,9,27,@,Nebraska,3,12
418,1990,11,Colorado State,1000,17,,Wyoming,19,8
419,1990,11,Florida,15,48,,Auburn,4,7
420,1990,11,Florida State,12,41,@,South Carolina,1000,10
421,1990,11,Georgia Tech,16,41,@,Virginia,1,38
422,1990,11,Houston,6,56,,Texas Christian,1000,35
423,1990,11,Iowa,13,54,@,Illinois,5,28
424,1990,11,Louisville,25,41,@,Cincinnati,1000,16
425,1990,11,Miami (FL),8,45,,Pittsburgh,1000,0
426,1990,11,Michigan,20,38,@,Purdue,1000,13
427,1990,11,Mississippi,17,19,@,Louisiana State,1000,10
428,1990,11,Notre Dame,2,52,,Navy,1000,31
429,1990,11,Oregon,22,28,,UCLA,1000,24
430,1990,11,Penn State,24,31,@,West Virginia,1000,19
431,1990,11,Tennessee,11,41,,Temple,1000,20
432,1990,11,Texas,14,41,@,Texas Tech,1000,22
433,1990,11,Washington,7,54,,Arizona,23,10
434,1990,12,Brigham Young,8,45,@,Wyoming,25,14
435,1990,12,California,1000,28,,Oregon,20,3
436,1990,12,Colorado,4,41,,Oklahoma State,1000,22
437,1990,12,Florida,10,38,,Georgia,1000,7
438,1990,12,Florida State,12,70,,Cincinnati,1000,21
439,1990,12,Georgia Tech,7,6,,Virginia Tech,1000,3
440,1990,12,Louisville,22,17,,Boston College,1000,10
441,1990,12,Michigan,19,22,,Illinois,17,17
442,1990,12,Michigan State,24,28,@,Minnesota,1000,16
443,1990,12,Nebraska,13,41,@,Kansas,1000,9
444,1990,12,Notre Dame,1,34,@,Tennessee,9,29
445,1990,12,Ohio State,1000,27,@,Iowa,6,26
446,1990,12,Penn State,21,24,,Maryland,1000,10
447,1990,12,Southern California,23,56,@,Oregon State,1000,7
448,1990,12,Southern Mississippi,1000,13,@,Auburn,15,12
449,1990,12,Texas,14,45,,Houston,3,24
450,1990,12,UCLA,1000,25,@,Washington,2,22
451,1990,12,Virginia,11,24,@,North Carolina,1000,10
452,1990,13,Auburn,24,33,,Georgia,1000,10
453,1990,13,Brigham Young,5,45,@,Utah,1000,22
454,1990,13,Clemson,17,24,,South Carolina,1000,15
455,1990,13,Colorado,2,64,,Kansas State,1000,3
456,1990,13,Florida,6,47,@,Kentucky,1000,15
457,1990,13,Florida State,9,35,,Memphis,1000,3
458,1990,13,Georgia Tech,4,42,@,Wake Forest,1000,7
459,1990,13,Houston,12,84,,Eastern Washington,1000,21
460,1990,13,Illinois,22,24,@,Indiana,1000,10
461,1990,13,Iowa,13,38,,Purdue,1000,9
462,1990,13,Maryland,1000,35,@,Virginia,8,30
463,1990,13,Miami (FL),3,42,,Boston College,1000,12
464,1990,13,Michigan,16,35,,Minnesota,1000,18
465,1990,13,Michigan State,23,29,@,Northwestern,1000,22
466,1990,13,Ohio State,21,35,@,Wisconsin,1000,10
467,1990,13,Penn State,18,24,@,Notre Dame,1,21
468,1990,13,Southern California,19,45,@,UCLA,1000,42
469,1990,13,Tennessee,14,22,,Mississippi,15,13
470,1990,13,Texas,7,38,@,Texas Christian,1000,10
471,1990,13,Washington,10,55,@,Washington State,1000,10
472,1990,14,Oklahoma,1000,45,,Nebraska,10,10
473,1990,14,Brigham Young,4,45,,Utah State,1000,10
474,1990,14,Illinois,22,28,,Northwestern,1000,23
475,1990,14,Miami (FL),2,33,,Syracuse,1000,7
476,1990,14,Michigan,15,16,@,Ohio State,19,13
477,1990,14,Michigan State,24,14,,Wisconsin,1000,9
478,1990,14,Minnesota,1000,31,,Iowa,13,24
479,1990,14,Mississippi,21,21,,Mississippi State,1000,9
480,1990,14,Notre Dame,7,10,@,Southern California,18,6
481,1990,14,Penn State,11,22,,Pittsburgh,1000,17
482,1990,14,Tennessee,14,42,,Kentucky,1000,28
483,1990,14,Texas,6,23,@,Baylor,1000,13
484,1990,14,Virginia Tech,1000,38,,Virginia,17,13
485,1990,15,Alabama,1000,16,,Auburn,20,7
486,1990,15,Florida State,8,45,,Florida,6,30
487,1990,15,Georgia Tech,2,40,@,Georgia,1000,23
488,1990,15,Hawaii,1000,59,,Brigham Young,4,28
489,1990,15,Miami (FL),3,30,@,San Diego State,1000,28
490,1990,15,Tennessee,12,49,@,Vanderbilt,1000,20
491,1990,15,Texas,5,28,,Texas A&M,1000,27
492,1990,15,Houston,11,62,,Arizona State,1000,45
493,1990,18,Air Force,1000,23,,Ohio State,24,11
494,1990,18,Florida State,6,24,,Penn State,7,17
495,1990,18,North Carolina State,1000,31,,Southern Mississippi,23,27
496,1990,18,Texas A&M,1000,65,,Brigham Young,13,14
