,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
6410,2013,4,Notre Dame,22,17,,Michigan State,1000,13
6411,2013,4,Ohio State,4,76,,Florida A&M,1000,0
6412,2013,4,Stanford,5,42,,Arizona State,23,28
6413,2013,4,Texas A&M,10,42,,Southern Methodist,1000,13
6414,2013,4,Texas Tech,25,33,,Texas State,1000,7
6415,2013,4,UCLA,13,59,,New Mexico State,1000,13
6416,2013,4,Washington,17,56,,Idaho State,1000,0
6417,2013,4,Wisconsin,24,41,,Purdue,1000,10
6418,2013,5,Alabama,1,25,,Mississippi,21,0
6419,2013,5,Clemson,3,56,,Wake Forest,1000,7
6420,2013,5,Florida,20,24,@,Kentucky,1000,7
6421,2013,5,Florida State,8,48,@,Boston College,1000,34
6422,2013,5,Fresno State,25,42,@,Hawaii,1000,37
6423,2013,5,Georgia,9,44,,Louisiana State,6,41
6424,2013,5,Miami (FL),15,49,@,South Florida,1000,21
6425,2013,5,Ohio State,4,31,,Wisconsin,23,24
6426,2013,5,Oklahoma,14,35,@,Notre Dame,22,21
6427,2013,5,Oregon,2,55,,California,1000,16
6428,2013,5,South Carolina,12,28,@,Central Florida,1000,25
6429,2013,5,Stanford,5,55,,Washington State,1000,17
6430,2013,5,Texas A&M,10,45,@,Arkansas,1000,33
6431,2013,5,Washington,16,31,,Arizona,1000,13
6432,2013,5,West Virginia,1000,30,,Oklahoma State,11,21
6433,2013,6,UCLA,12,34,@,Utah,1000,27
6434,2013,6,Alabama,1,45,,Georgia State,1000,3
6435,2013,6,Auburn,1000,30,,Mississippi,24,22
6436,2013,6,Baylor,17,73,,West Virginia,1000,42
6437,2013,6,Clemson,3,49,@,Syracuse,1000,14
6438,2013,6,Florida,18,30,,Arkansas,1000,10
6439,2013,6,Florida State,8,63,,Maryland,25,0
6440,2013,6,Fresno State,23,61,@,Idaho,1000,14
6441,2013,6,Georgia,6,34,@,Tennessee,1000,31
6442,2013,6,Louisiana State,10,59,@,Mississippi State,1000,26
6443,2013,6,Louisville,7,30,@,Temple,1000,7
6444,2013,6,Miami (FL),14,45,,Georgia Tech,1000,30
6445,2013,6,Michigan,19,42,,Minnesota,1000,13
6446,2013,6,Notre Dame,1000,37,,Arizona State,22,34
6447,2013,6,Ohio State,4,40,@,Northwestern,16,30
6448,2013,6,Oklahoma,11,20,,Texas Christian,1000,17
6449,2013,6,Oklahoma State,21,33,,Kansas State,1000,29
6450,2013,6,Oregon,2,57,@,Colorado,1000,16
6451,2013,6,South Carolina,13,35,,Kentucky,1000,28
6452,2013,6,Stanford,5,31,,Washington,15,28
6453,2013,6,Texas Tech,20,54,@,Kansas,1000,16
6454,2013,7,Louisville,8,24,,Rutgers,1000,10
6455,2013,7,Alabama,1,48,@,Kentucky,1000,7
6456,2013,7,Baylor,15,35,@,Kansas State,1000,25
6457,2013,7,Clemson,3,24,,Boston College,1000,14
6458,2013,7,Louisiana State,10,17,,Florida,17,6
6459,2013,7,Missouri,25,41,@,Georgia,7,26
6460,2013,7,Northern Illinois,23,27,,Akron,1000,20
6461,2013,7,Oregon,2,45,@,Washington,16,24
6462,2013,7,Penn State,1000,43,,Michigan,18,40
6463,2013,7,South Carolina,14,52,@,Arkansas,1000,7
6464,2013,7,Texas,1000,36,,Oklahoma,12,20
6465,2013,7,Texas A&M,9,41,@,Mississippi,1000,38
6466,2013,7,Texas Tech,20,42,,Iowa State,1000,35
6467,2013,7,UCLA,11,37,,California,1000,10
6468,2013,7,Utah,1000,27,,Stanford,5,21
6469,2013,7,Virginia Tech,24,19,,Pittsburgh,1000,9
6470,2013,7,Wisconsin,1000,35,,Northwestern,19,6
6471,2013,8,Miami (FL),10,27,@,North Carolina,1000,23
6472,2013,8,Central Florida,1000,38,@,Louisville,8,35
6473,2013,8,Alabama,1,52,,Arkansas,1000,0
6474,2013,8,Arizona State,1000,53,,Washington,20,24
6475,2013,8,Auburn,24,45,@,Texas A&M,7,41
6476,2013,8,Baylor,12,71,,Iowa State,1000,7
6477,2013,8,Florida State,5,51,@,Clemson,3,14
6478,2013,8,Fresno State,17,38,,Nevada-Las Vegas,1000,14
6479,2013,8,Mississippi,1000,27,,Louisiana State,6,24
6480,2013,8,Missouri,14,36,,Florida,22,17
6481,2013,8,Northern Illinois,23,38,@,Central Michigan,1000,17
6482,2013,8,Ohio State,4,34,,Iowa,1000,24
6483,2013,8,Oklahoma,18,34,@,Kansas,1000,19
6484,2013,8,Oklahoma State,21,24,,Texas Christian,1000,10
6485,2013,8,Oregon,2,62,,Washington State,1000,38
6486,2013,8,Stanford,13,24,,UCLA,9,10
6487,2013,8,Tennessee,1000,23,,South Carolina,11,21
6488,2013,8,Texas Tech,16,37,@,West Virginia,1000,27
6489,2013,8,Vanderbilt,1000,31,,Georgia,15,27
6490,2013,8,Wisconsin,25,56,@,Illinois,1000,32
6491,2013,9,Alabama,1,45,,Tennessee,1000,10
6492,2013,9,Auburn,11,45,,Florida Atlantic,1000,10
6493,2013,9,Baylor,6,59,@,Kansas,1000,14
6494,2013,9,Central Florida,21,62,,Connecticut,1000,17
6495,2013,9,Clemson,9,40,@,Maryland,1000,27
6496,2013,9,Duke,1000,13,@,Virginia Tech,16,10
6497,2013,9,Florida State,3,49,,North Carolina State,1000,17
6498,2013,9,Fresno State,15,35,@,San Diego State,1000,28
6499,2013,9,Louisiana State,13,48,,Furman,1000,16
6500,2013,9,Louisville,18,34,@,South Florida,1000,3
6501,2013,9,Miami (FL),7,24,,Wake Forest,1000,21
6502,2013,9,Minnesota,1000,34,,Nebraska,25,23
6503,2013,9,Northern Illinois,23,59,,Eastern Michigan,1000,20
6504,2013,9,Ohio State,4,63,,Penn State,1000,14
6505,2013,9,Oklahoma,17,38,,Texas Tech,10,30
6506,2013,9,Oklahoma State,19,58,@,Iowa State,1000,27
6507,2013,9,Oregon,2,42,,UCLA,12,14
6508,2013,9,South Carolina,20,27,@,Missouri,5,24
6509,2013,9,Stanford,8,20,@,Oregon State,1000,12
6510,2013,9,Texas A&M,14,56,,Vanderbilt,1000,24
6511,2013,10,Arizona State,25,55,@,Washington State,1000,21
6512,2013,10,Auburn,8,35,@,Arkansas,1000,17
6513,2013,10,Clemson,9,59,@,Virginia,1000,10
6514,2013,10,Florida State,3,41,,Miami (FL),7,14
6515,2013,10,Fresno State,16,41,,Nevada,1000,23
6516,2013,10,Michigan State,24,29,,Michigan,23,6
6517,2013,10,Missouri,10,31,,Tennessee,1000,3
6518,2013,10,Northern Illinois,21,63,@,Massachusetts,1000,19
6519,2013,10,Ohio State,4,56,@,Purdue,1000,0
6520,2013,10,Oklahoma State,18,52,@,Texas Tech,15,34
6521,2013,10,South Carolina,14,34,,Mississippi State,1000,16
6522,2013,10,Texas A&M,12,57,,Texas-El Paso,1000,7
6523,2013,10,UCLA,17,45,,Colorado,1000,23
6524,2013,10,Wisconsin,22,28,@,Iowa,1000,9
6525,2013,11,Baylor,5,41,,Oklahoma,12,12
6526,2013,11,Stanford,6,26,,Oregon,2,20
6527,2013,11,Louisville,20,31,@,Connecticut,1000,10
6528,2013,11,Alabama,1,38,,Louisiana State,10,17
6529,2013,11,Arizona State,23,20,@,Utah,1000,19
6530,2013,11,Auburn,7,55,@,Tennessee,1000,23
6531,2013,11,Central Florida,19,19,,Houston,1000,14
6532,2013,11,Florida State,3,59,@,Wake Forest,1000,3
6533,2013,11,Fresno State,17,48,@,Wyoming,1000,10
6534,2013,11,Kansas State,1000,49,@,Texas Tech,25,26
6535,2013,11,Missouri,9,48,@,Kentucky,1000,17
6536,2013,11,Oklahoma State,15,42,,Kansas,1000,6
6537,2013,11,Pittsburgh,1000,28,,Notre Dame,24,21
6538,2013,11,Texas A&M,11,51,,Mississippi State,1000,41
6539,2013,11,UCLA,16,31,@,Arizona,1000,26
6540,2013,11,Virginia Tech,1000,42,@,Miami (FL),14,24
6541,2013,11,Wisconsin,21,27,,Brigham Young,1000,17
6542,2013,12,Northern Illinois,20,48,,Ball State,1000,27
6543,2013,12,Clemson,8,55,,Georgia Tech,1000,31
6544,2013,12,UCLA,13,41,,Washington,1000,31
6545,2013,12,Alabama,1,20,@,Mississippi State,1000,7
6546,2013,12,Arizona State,21,30,,Oregon State,1000,17
6547,2013,12,Auburn,7,43,,Georgia,25,38
6548,2013,12,Baylor,4,63,,Texas Tech,1000,34
6549,2013,12,Central Florida,15,39,@,Temple,1000,36
6550,2013,12,Duke,1000,48,,Miami (FL),24,30
6551,2013,12,Florida State,2,59,,Syracuse,1000,3
6552,2013,12,Louisville,19,20,,Houston,1000,13
6553,2013,12,Michigan State,14,41,@,Nebraska,1000,28
6554,2013,12,Ohio State,3,60,@,Illinois,1000,35
6555,2013,12,Oklahoma,22,48,,Iowa State,1000,10
6556,2013,12,Oklahoma State,12,38,@,Texas,23,13
6557,2013,12,Oregon,6,44,,Utah,1000,21
6558,2013,12,South Carolina,11,19,,Florida,1000,14
6559,2013,12,Southern California,1000,20,,Stanford,5,17
6560,2013,12,Wisconsin,17,51,,Indiana,1000,3
6561,2013,13,Northern Illinois,20,35,@,Toledo,1000,17
6562,2013,13,Central Florida,17,41,,Rutgers,1000,17
6563,2013,13,Alabama,1,49,,Chattanooga,1000,0
6564,2013,13,Arizona,1000,42,,Oregon,5,16
6565,2013,13,Arizona State,19,38,@,UCLA,14,33
6566,2013,13,Clemson,7,52,,Citadel,1000,6
6567,2013,13,Duke,25,28,@,Wake Forest,1000,21
6568,2013,13,Florida State,2,80,,Idaho,1000,14
6569,2013,13,Fresno State,15,69,,New Mexico,1000,28
6570,2013,13,Louisiana State,18,34,,Texas A&M,9,10
6571,2013,13,Louisville,21,24,,Memphis,1000,17
6572,2013,13,Michigan State,13,30,@,Northwestern,1000,6
6573,2013,13,Missouri,8,24,@,Mississippi,24,10
6574,2013,13,Ohio State,4,42,,Indiana,1000,14
6575,2013,13,Oklahoma,22,41,@,Kansas State,1000,31
6576,2013,13,Oklahoma State,11,49,,Baylor,3,17
6577,2013,13,South Carolina,12,70,,Coastal Carolina,1000,10
6578,2013,13,Southern California,23,47,@,Colorado,1000,29
6579,2013,13,Stanford,10,63,,California,1000,13
6580,2013,13,Wisconsin,16,20,@,Minnesota,1000,7
6581,2013,14,Northern Illinois,18,33,,Western Michigan,1000,14
6582,2013,14,Central Florida,17,23,,South Florida,1000,20
6583,2013,14,Louisiana State,15,31,,Arkansas,1000,27
6584,2013,14,Oregon,12,36,,Oregon State,1000,35
6585,2013,14,San Jose State,1000,62,,Fresno State,16,52
6586,2013,14,Arizona State,13,58,,Arizona,1000,21
6587,2013,14,Auburn,4,34,,Alabama,1,28
6588,2013,14,Baylor,9,41,@,Texas Christian,1000,38
6589,2013,14,Duke,24,27,@,North Carolina,1000,25
6590,2013,14,Florida State,2,37,@,Florida,1000,7
6591,2013,14,Michigan State,11,14,,Minnesota,1000,3
6592,2013,14,Missouri,5,28,,Texas A&M,19,21
6593,2013,14,Ohio State,3,42,@,Michigan,1000,41
6594,2013,14,Penn State,1000,31,@,Wisconsin,14,24
6595,2013,14,South Carolina,10,31,,Clemson,6,17
6596,2013,14,Stanford,8,27,,Notre Dame,25,20
6597,2013,14,UCLA,22,35,@,Southern California,23,14
6598,2013,15,Louisville,19,31,@,Cincinnati,1000,24
6599,2013,15,Bowling Green State,1000,47,,Northern Illinois,16,27
6600,2013,15,Auburn,3,59,,Missouri,5,42
6601,2013,15,Baylor,9,30,,Texas,23,10
6602,2013,15,Central Florida,15,17,@,Southern Methodist,1000,13
6603,2013,15,Florida State,1,45,,Duke,20,7
6604,2013,15,Fresno State,24,24,,Utah State,1000,17
6605,2013,15,Michigan State,10,34,,Ohio State,2,24
6606,2013,15,Oklahoma,18,33,@,Oklahoma State,6,24
6607,2013,15,Stanford,7,38,@,Arizona State,11,14
6608,2013,17,Southern California,1000,45,,Fresno State,21,20
6609,2013,18,Utah State,1000,21,,Northern Illinois,24,14
6610,2013,18,Louisville,18,36,,Miami (FL),1000,9
6611,2013,18,Notre Dame,25,29,,Rutgers,1000,16
6612,2013,19,Oregon,10,30,,Texas,1000,7
6613,2013,19,Texas Tech,1000,37,,Arizona State,16,23
6614,2013,20,Texas A&M,20,52,,Duke,22,48
6615,2013,20,UCLA,17,42,,Virginia Tech,1000,12
6616,2013,20,Central Florida,15,52,,Baylor,6,42
6617,2013,20,Louisiana State,14,21,,Iowa,1000,14
6618,2013,20,Michigan State,4,24,,Stanford,5,20
6619,2013,20,Nebraska,1000,24,,Georgia,23,19
6620,2013,20,South Carolina,8,34,,Wisconsin,19,24
6621,2013,20,Oklahoma,11,45,,Alabama,3,31
6622,2013,20,Clemson,12,40,,Ohio State,7,35
6623,2013,20,Missouri,9,41,,Oklahoma State,13,31
6624,2013,20,Florida State,1,34,,Auburn,2,31
6625,2014,1,Arizona State,19,45,,Weber State,1000,14
6626,2014,1,Mississippi,18,35,,Boise State,1000,13
6627,2014,1,Texas A&M,21,52,@,South Carolina,9,28
6628,2014,1,Michigan State,8,45,,Jacksonville State,1000,7
6629,2014,1,Alabama,2,33,,West Virginia,1000,23
6630,2014,1,Auburn,6,45,,Arkansas,1000,21
6631,2014,1,Florida State,1,37,,Oklahoma State,1000,31
6632,2014,1,Georgia,12,45,,Clemson,16,21
6633,2014,1,Kansas State,20,55,,Stephen F. Austin,1000,16
6634,2014,1,Louisiana State,13,28,,Wisconsin,14,24
6635,2014,1,Missouri,24,38,,South Dakota State,1000,18
6636,2014,1,Nebraska,22,55,,Florida Atlantic,1000,7
6637,2014,1,North Carolina,23,56,,Liberty,1000,29
6638,2014,1,Notre Dame,17,48,,Rice,1000,17
6639,2014,1,Ohio State,5,34,,Navy,1000,17
6640,2014,1,Oklahoma,4,48,,Louisiana Tech,1000,16
6641,2014,1,Oregon,3,62,,South Dakota,1000,13
6642,2014,1,Southern California,15,52,,Fresno State,1000,13
6643,2014,1,Stanford,11,45,,California-Davis,1000,0
6644,2014,1,UCLA,7,28,@,Virginia,1000,20
6645,2014,1,Washington,25,17,@,Hawaii,1000,16
6646,2014,1,Baylor,10,45,,Southern Methodist,1000,0
6647,2014,1,Louisville,25,31,,Miami (FL),1000,13
6648,2014,2,Alabama,2,41,,Florida Atlantic,1000,0
6649,2014,2,Arizona State,17,58,@,New Mexico,1000,23
6650,2014,2,Auburn,5,59,,San Jose State,1000,13
6651,2014,2,Baylor,10,70,,Northwestern State,1000,6
6652,2014,2,Clemson,23,73,,South Carolina State,1000,7
6653,2014,2,Florida State,1,37,,Citadel,1000,12
6654,2014,2,Kansas State,20,32,@,Iowa State,1000,28
6655,2014,2,Louisiana State,12,56,,Sam Houston State,1000,0
6656,2014,2,Louisville,25,66,,Murray State,1000,21
6657,2014,2,Mississippi,15,41,,Vanderbilt,1000,3
6658,2014,2,Missouri,24,49,@,Toledo,1000,24
6659,2014,2,Nebraska,19,31,,McNeese State,1000,24
6660,2014,2,North Carolina,21,31,,San Diego State,1000,27
6661,2014,2,Notre Dame,16,31,,Michigan,1000,0
6662,2014,2,Oklahoma,4,52,@,Tulsa,1000,7
6663,2014,2,Oregon,3,46,,Michigan State,7,27
6664,2014,2,South Carolina,21,33,,East Carolina,1000,23
6665,2014,2,Southern California,14,13,@,Stanford,13,10
6666,2014,2,Texas A&M,9,73,,Lamar,1000,3
6667,2014,2,UCLA,11,42,,Memphis,1000,35
6668,2014,2,Virginia Tech,1000,35,@,Ohio State,8,21
6669,2014,2,Wisconsin,18,37,,Western Illinois,1000,3
6670,2014,3,Brigham Young,25,33,,Houston,1000,25
6671,2014,3,Baylor,8,63,@,Buffalo,1000,21
6672,2014,3,Alabama,3,52,,Southern Mississippi,1000,12
6673,2014,3,Arizona State,16,38,@,Colorado,1000,24
6674,2014,3,Boston College,1000,37,,Southern California,9,31
6675,2014,3,East Carolina,1000,28,@,Virginia Tech,17,21
6676,2014,3,Louisiana State,10,31,,Louisiana-Monroe,1000,0
6677,2014,3,Mississippi,14,56,,Louisiana,1000,15
6678,2014,3,Missouri,20,38,,Central Florida,1000,10
6679,2014,3,Notre Dame,11,30,,Purdue,1000,14
6680,2014,3,Ohio State,22,66,,Kent State,1000,0
6681,2014,3,Oklahoma,4,34,,Tennessee,1000,10
6682,2014,3,Oregon,2,48,,Wyoming,1000,14
6683,2014,3,South Carolina,24,38,,Georgia,6,35
6684,2014,3,Stanford,15,35,,Army,1000,0
6685,2014,3,Texas A&M,7,38,,Rice,1000,10
6686,2014,3,UCLA,12,20,,Texas,1000,17
6687,2014,3,Virginia,1000,23,,Louisville,21,21
6688,2014,4,Auburn,5,20,@,Kansas State,20,14
6689,2014,4,Alabama,3,42,,Florida,1000,21
6690,2014,4,Brigham Young,21,41,,Virginia,1000,33
6691,2014,4,Florida State,1,23,,Clemson,22,17
6692,2014,4,Georgia,13,66,,Troy,1000,0
6693,2014,4,Indiana,1000,31,@,Missouri,18,27
6694,2014,4,Michigan State,11,73,,Eastern Michigan,1000,14
6695,2014,4,Mississippi State,1000,34,@,Louisiana State,8,29
6696,2014,4,Nebraska,24,41,,Miami (FL),1000,31
6697,2014,4,Oklahoma,4,45,@,West Virginia,1000,33
6698,2014,4,Oregon,2,38,@,Washington State,1000,31
6699,2014,4,South Carolina,14,48,@,Vanderbilt,1000,34
6700,2014,4,Texas A&M,6,58,@,Southern Methodist,1000,6
6701,2014,4,Wisconsin,19,68,,Bowling Green State,1000,17
6702,2014,5,Oklahoma State,24,45,,Texas Tech,1000,35
6703,2014,5,UCLA,11,62,@,Arizona State,15,27
6704,2014,5,Auburn,5,45,,Louisiana Tech,1000,17
6705,2014,5,Baylor,7,49,@,Iowa State,1000,28
6706,2014,5,Florida State,1,56,@,North Carolina State,1000,41
6707,2014,5,Georgia,12,35,,Tennessee,1000,32
6708,2014,5,Kansas State,25,58,,Texas-El Paso,1000,28
6709,2014,5,Louisiana State,17,63,,New Mexico State,1000,7
6710,2014,5,Michigan State,9,56,,Wyoming,1000,14
6711,2014,5,Mississippi,10,24,,Memphis,1000,3
6712,2014,5,Missouri,1000,21,@,South Carolina,13,20
6713,2014,5,Nebraska,21,45,,Illinois,1000,14
6714,2014,5,Notre Dame,8,31,,Syracuse,1000,15
6715,2014,5,Ohio State,22,50,,Cincinnati,1000,28
6716,2014,5,Southern California,18,35,,Oregon State,1000,10
6717,2014,5,Stanford,16,20,@,Washington,1000,13
6718,2014,5,Texas A&M,6,35,,Arkansas,1000,28
6719,2014,5,Wisconsin,19,27,,South Florida,1000,10
6720,2014,6,Arizona,1000,31,@,Oregon,2,24
6721,2014,6,Utah State,1000,35,@,Brigham Young,18,20
6722,2014,6,Arizona State,1000,38,@,Southern California,16,34
6723,2014,6,Auburn,5,41,,Louisiana State,15,7
6724,2014,6,Baylor,7,28,@,Texas,1000,7
6725,2014,6,East Carolina,22,45,,Southern Methodist,1000,24
6726,2014,6,Florida State,1,43,,Wake Forest,1000,3
6727,2014,6,Georgia,13,44,,Vanderbilt,1000,17
6728,2014,6,Kansas State,23,45,,Texas Tech,1000,13
6729,2014,6,Michigan State,10,27,,Nebraska,19,22
6730,2014,6,Mississippi,11,23,,Alabama,3,17
6731,2014,6,Mississippi State,12,48,,Texas A&M,6,31
6732,2014,6,Northwestern,1000,20,,Wisconsin,17,14
6733,2014,6,Notre Dame,9,17,,Stanford,14,14
6734,2014,6,Ohio State,20,52,@,Maryland,1000,24
6735,2014,6,Oklahoma State,21,37,,Iowa State,1000,20
6736,2014,6,Texas Christian,25,37,,Oklahoma,4,33
6737,2014,6,Utah,1000,30,@,UCLA,8,28
6738,2014,7,Stanford,25,34,,Washington State,1000,17
6739,2014,7,Alabama,7,14,@,Arkansas,1000,13
6740,2014,7,Baylor,5,61,,Texas Christian,9,58
6741,2014,7,Duke,1000,31,@,Georgia Tech,22,25
6742,2014,7,East Carolina,19,28,@,South Florida,1000,17
6743,2014,7,Florida State,1,38,@,Syracuse,1000,20
6744,2014,7,Georgia,13,34,@,Missouri,23,0
6745,2014,7,Michigan State,8,45,@,Purdue,1000,31
6746,2014,7,Mississippi,3,35,@,Texas A&M,14,20
6747,2014,7,Mississippi State,3,38,,Auburn,2,23
6748,2014,7,Notre Dame,6,50,,North Carolina,1000,43
6749,2014,7,Oklahoma,11,31,,Texas,1000,26
6750,2014,7,Oklahoma State,16,27,@,Kansas,1000,20
6751,2014,7,Oregon,12,42,@,UCLA,18,30
6752,2014,7,Southern California,1000,28,@,Arizona,10,26
6753,2014,8,Utah,20,29,@,Oregon State,1000,23
6754,2014,8,Alabama,7,59,,Texas A&M,21,0
6755,2014,8,Arizona State,17,26,,Stanford,23,10
6756,2014,8,Clemson,24,17,@,Boston College,1000,13
6757,2014,8,Florida State,2,31,,Notre Dame,5,27
6758,2014,8,Georgia,10,45,,Arkansas,1000,32
6759,2014,8,Kansas State,14,31,@,Oklahoma,11,30
6760,2014,8,Marshall,25,45,@,Florida International,1000,13
6761,2014,8,Michigan State,8,56,@,Indiana,1000,17
6762,2014,8,Mississippi,3,34,,Tennessee,1000,3
6763,2014,8,Nebraska,19,38,@,Northwestern,1000,17
6764,2014,8,Ohio State,13,56,,Rutgers,1000,17
6765,2014,8,Oregon,9,45,,Washington,1000,20
6766,2014,8,Southern California,22,56,,Colorado,1000,28
6767,2014,8,Texas Christian,12,42,,Oklahoma State,15,9
6768,2014,8,West Virginia,1000,41,,Baylor,4,27
6769,2014,9,East Carolina,18,31,,Connecticut,1000,21
6770,2014,9,Oregon,6,59,@,California,1000,41
6771,2014,9,Alabama,4,34,@,Tennessee,1000,20
6772,2014,9,Arizona,15,59,@,Washington State,1000,37
6773,2014,9,Arizona State,14,24,@,Washington,1000,10
6774,2014,9,Auburn,5,42,,South Carolina,1000,35
6775,2014,9,Clemson,21,16,,Syracuse,1000,6
6776,2014,9,Kansas State,11,23,,Texas,1000,0
6777,2014,9,Louisiana State,24,10,,Mississippi,3,7
6778,2014,9,Marshall,23,35,,Florida Atlantic,1000,16
6779,2014,9,Michigan State,8,35,,Michigan,1000,11
6780,2014,9,Mississippi State,1,45,@,Kentucky,1000,31
6781,2014,9,Nebraska,16,42,,Rutgers,1000,24
6782,2014,9,Ohio State,13,31,@,Penn State,1000,24
6783,2014,9,Texas Christian,10,82,,Texas Tech,1000,27
6784,2014,9,UCLA,25,40,@,Colorado,1000,37
6785,2014,9,Utah,19,24,,Southern California,20,21
6786,2014,9,West Virginia,22,34,@,Oklahoma State,1000,10
6787,2014,10,Florida State,2,42,@,Louisville,1000,31
6788,2014,10,Arizona State,15,19,,Utah,18,16
6789,2014,10,Auburn,4,35,@,Mississippi,7,31
6790,2014,10,Baylor,12,60,,Kansas,1000,14
6791,2014,10,Duke,24,51,@,Pittsburgh,1000,48
6792,2014,10,Florida,1000,38,,Georgia,9,20
6793,2014,10,Kansas State,11,48,,Oklahoma State,1000,14
6794,2014,10,Mississippi State,1,17,,Arkansas,1000,10
6795,2014,10,Nebraska,17,35,,Purdue,1000,14
6796,2014,10,Notre Dame,6,49,,Navy,1000,39
6797,2014,10,Ohio State,13,55,,Illinois,1000,14
6798,2014,10,Oklahoma,19,59,@,Iowa State,1000,14
6799,2014,10,Oregon,5,45,,Stanford,1000,16
6800,2014,10,Temple,1000,20,,East Carolina,21,10
6801,2014,10,Texas Christian,10,31,@,West Virginia,20,30
6802,2014,10,UCLA,25,17,,Arizona,14,7
6803,2014,11,Clemson,19,34,@,Wake Forest,1000,20
6804,2014,11,Alabama,4,20,@,Louisiana State,14,13
6805,2014,11,Arizona,21,38,,Colorado,1000,20
6806,2014,11,Arizona State,11,55,,Notre Dame,8,31
6807,2014,11,Baylor,10,48,@,Oklahoma,16,14
6808,2014,11,Duke,22,27,@,Syracuse,1000,10
6809,2014,11,Florida State,2,34,,Virginia,1000,20
6810,2014,11,Georgia,17,63,@,Kentucky,1000,31
6811,2014,11,Marshall,23,63,@,Southern Mississippi,1000,17
6812,2014,11,Mississippi,12,48,,Presbyterian,1000,0
6813,2014,11,Mississippi State,1,45,,Tennessee-Martin,1000,16
6814,2014,11,Ohio State,13,49,@,Michigan State,7,37
6815,2014,11,Oregon,5,51,@,Utah,20,27
6816,2014,11,Texas,1000,33,,West Virginia,24,16
6817,2014,11,Texas A&M,1000,41,@,Auburn,3,38
6818,2014,11,Texas Christian,6,41,,Kansas State,9,20
6819,2014,11,UCLA,18,44,@,Washington,1000,30
6820,2014,11,Wisconsin,25,34,@,Purdue,1000,16
6821,2014,12,Alabama,4,25,,Mississippi State,1,20
6822,2014,12,Arizona,17,27,,Washington,1000,26
6823,2014,12,Arkansas,1000,17,,Louisiana State,20,0
6824,2014,12,Florida State,2,30,@,Miami (FL),1000,26
6825,2014,12,Georgia,16,34,,Auburn,9,7
6826,2014,12,Georgia Tech,24,28,,Clemson,18,6
6827,2014,12,Marshall,21,41,,Rice,1000,14
6828,2014,12,Michigan State,12,37,@,Maryland,1000,15
6829,2014,12,Northwestern,1000,43,@,Notre Dame,15,40
6830,2014,12,Ohio State,8,31,@,Minnesota,1000,24
6831,2014,12,Oregon State,1000,35,,Arizona State,7,27
6832,2014,12,Texas Christian,5,34,@,Kansas,1000,30
6833,2014,12,Utah,25,20,@,Stanford,1000,17
6834,2014,12,Virginia Tech,1000,17,@,Duke,19,16
6835,2014,12,Wisconsin,22,59,,Nebraska,11,24
6836,2014,13,Kansas State,12,26,@,West Virginia,1000,20
6837,2014,13,North Carolina,1000,45,@,Duke,25,20
6838,2014,13,Alabama,2,48,,Western Carolina,1000,14
6839,2014,13,Arizona,15,42,@,Utah,20,10
6840,2014,13,Arizona State,13,52,,Washington State,1000,31
6841,2014,13,Arkansas,1000,30,,Mississippi,8,0
6842,2014,13,Auburn,16,31,,Samford,1000,7
6843,2014,13,Baylor,6,49,,Oklahoma State,1000,28
6844,2014,13,Colorado State,22,58,,New Mexico,1000,20
6845,2014,13,Florida State,1,20,,Boston College,1000,17
6846,2014,13,Georgia,9,55,,Charleston Southern,1000,9
6847,2014,13,Marshall,18,23,@,Alabama-Birmingham,1000,18
6848,2014,13,Michigan State,10,45,,Rutgers,1000,3
6849,2014,13,Minnesota,1000,28,@,Nebraska,21,24
6850,2014,13,Mississippi State,4,51,,Vanderbilt,1000,0
6851,2014,13,Missouri,19,29,@,Tennessee,1000,21
6852,2014,13,Ohio State,7,42,,Indiana,1000,27
6853,2014,13,Oklahoma,23,44,,Kansas,1000,7
6854,2014,13,Oregon,3,44,,Colorado,1000,10
6855,2014,13,UCLA,11,38,,Southern California,24,20
6856,2014,13,Wisconsin,14,26,@,Iowa,1000,24
6857,2014,14,Texas Christian,6,48,@,Texas,1000,10
6858,2014,14,Air Force,1000,27,,Colorado State,21,24
6859,2014,14,Arizona,12,42,,Arizona State,13,35
6860,2014,14,Missouri,17,21,,Arkansas,1000,14
6861,2014,14,Stanford,1000,31,@,UCLA,9,10
6862,2014,14,Western Kentucky,1000,67,@,Marshall,19,66
6863,2014,14,Alabama,2,55,,Auburn,15,44
6864,2014,14,Baylor,5,48,,Texas Tech,1000,46
6865,2014,14,Boise State,25,50,,Utah State,1000,19
6866,2014,14,Clemson,23,35,,South Carolina,1000,17
6867,2014,14,Florida State,1,24,,Florida,1000,19
6868,2014,14,Georgia Tech,16,30,@,Georgia,8,24
6869,2014,14,Kansas State,11,51,,Kansas,1000,13
6870,2014,14,Louisville,24,44,,Kentucky,1000,40
6871,2014,14,Michigan State,10,34,@,Penn State,1000,10
6872,2014,14,Mississippi,18,31,,Mississippi State,4,17
6873,2014,14,Ohio State,7,42,,Michigan,1000,28
6874,2014,14,Oregon,3,47,@,Oregon State,1000,19
6875,2014,14,Wisconsin,14,34,,Minnesota,22,24
6876,2014,15,Oregon,3,51,,Arizona,8,13
6877,2014,15,Alabama,1,42,,Missouri,14,13
