,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
0,1989,1,Notre Dame,2,36,,Virginia,,13
1,1989,1,Air Force,,52,,San Diego State,,36
2,1989,1,Arizona,18,19,,Stanford,,3
3,1989,1,Brigham Young,19,24,@,New Mexico,,3
4,1989,1,Clemson,12,30,,Furman,,0
5,1989,1,Eastern Michigan,,30,,Kent State,,7
6,1989,1,Fresno State,,52,,Utah,,22
7,1989,1,Hawaii,,31,,Tulane,,26
8,1989,1,Houston,21,69,@,Nevada-Las Vegas,,0
9,1989,1,Kansas,,41,,Montana State,,17
10,1989,1,Long Beach State,,28,,Cal State Northridge,,9
11,1989,1,Louisiana Tech,,40,@,Louisiana,,14
12,1989,1,Louisville,,28,@,Wyoming,,21
13,1989,1,Mississippi,,20,@,Memphis,,13
14,1989,1,Mississippi State,,42,,Vanderbilt,,7
15,1989,1,North Carolina State,24,10,,Maryland,,6
16,1989,1,Northern Illinois,,26,,Cal State Fullerton,,17
17,1989,1,Oklahoma,15,73,,New Mexico State,,3
18,1989,1,Pittsburgh,20,38,,Pacific,,3
19,1989,1,Rice,,35,@,Southern Methodist,,6
20,1989,1,Rutgers,,17,@,Cincinnati,,17
21,1989,1,South Carolina,,27,,Duke,,21
22,1989,1,Southern Mississippi,,30,,Florida State,6,26
23,1989,1,Tennessee,,17,,Colorado State,,14
24,1989,1,Texas A&M,,28,,Louisiana State,7,16
25,1989,1,Toledo,,27,,Ohio,,18
26,1989,1,Tulsa,,23,@,Texas-El Paso,,14
27,1989,1,Virginia Tech,,29,,Akron,,3
28,1989,1,Washington State,,41,,Idaho,,7
29,1989,1,West Virginia,17,35,,Ball State,,10
30,1989,1,Western Michigan,,31,,Temple,,24
31,1989,1,Colorado,14,27,,Texas,,6
32,1989,1,Illinois,22,14,@,Southern California,5,13
33,1989,2,Washington State,,46,@,Brigham Young,24,41
34,1989,2,Akron,,40,,Kent State,,7
35,1989,2,Appalachian State,,15,@,Wake Forest,,10
36,1989,2,Arizona State,,31,,Kansas State,,0
37,1989,2,Arkansas State,,17,@,Memphis,,13
38,1989,2,Auburn,5,55,,Pacific,,0
39,1989,2,Ball State,,31,@,Rutgers,,31
40,1989,2,Cal State Fullerton,,27,,Cal State Northridge,,20
41,1989,2,Clemson,10,34,@,Florida State,16,23
42,1989,2,Colorado,9,45,,Colorado State,,20
43,1989,2,Duke,,41,,Northwestern,,31
44,1989,2,East Carolina,,41,,Bowling Green State,,6
45,1989,2,Eastern Michigan,,14,,Youngstown State,,3
46,1989,2,Fresno State,,52,,Montana,,37
47,1989,2,Hawaii,,63,,Long Beach State,,10
48,1989,2,Iowa State,,28,,Ohio,,3
49,1989,2,Kentucky,,17,,Indiana,,14
50,1989,2,Lamar,,21,@,Texas-El Paso,,19
51,1989,2,Louisiana,,22,,Central Michigan,,20
52,1989,2,Louisville,,33,@,Kansas,,28
53,1989,2,Miami (FL),3,51,@,Wisconsin,,3
54,1989,2,Mississippi,,24,@,Florida,,19
55,1989,2,Mississippi State,,26,@,Southern Mississippi,18,23
56,1989,2,Missouri,,14,,Texas Christian,,10
57,1989,2,Nebraska,4,48,,Northern Illinois,,17
58,1989,2,Nevada-Las Vegas,,16,,Weber State,,12
59,1989,2,New Mexico,,45,,New Mexico State,,13
60,1989,2,North Carolina,,49,,Virginia Military Institute,,7
61,1989,2,North Carolina State,25,38,,Georgia Tech,,28
62,1989,2,Oklahoma,8,33,,Baylor,,7
63,1989,2,Oregon,,35,,California,,19
64,1989,2,Oregon State,,20,,Stanford,,16
65,1989,2,Pittsburgh,23,29,@,Boston College,,10
66,1989,2,Purdue,,27,,Miami (OH),,10
67,1989,2,Syracuse,14,43,@,Temple,,3
68,1989,2,Tennessee,,24,@,UCLA,6,6
69,1989,2,Texas Tech,,24,,Arizona,20,14
70,1989,2,Tulane,,20,,Rice,,19
71,1989,2,Tulsa,,20,,Oklahoma State,,10
72,1989,2,Utah,,45,,Utah State,,10
73,1989,2,Virginia,,14,@,Penn State,12,6
74,1989,2,Virginia Tech,,17,@,South Carolina,,17
75,1989,2,Washington,,19,,Texas A&M,15,6
76,1989,2,West Virginia,17,14,@,Maryland,,10
77,1989,2,Western Michigan,,24,,Louisiana Tech,,20
78,1989,2,Air Force,,45,,Wyoming,,7
79,1989,3,Air Force,,48,@,Northwestern,,31
80,1989,3,Akron,,27,@,Central Michigan,,26
81,1989,3,Alabama,16,35,,Memphis,,7
82,1989,3,Arizona,,6,,Oklahoma,6,3
83,1989,3,Arizona State,,28,,San Jose State,,21
84,1989,3,Arkansas,9,26,,Tulsa,,7
85,1989,3,Auburn,5,24,,Southern Mississippi,,3
86,1989,3,Ball State,,28,@,Bowling Green State,,3
87,1989,3,Brigham Young,,31,@,Navy,,10
88,1989,3,Clemson,7,27,@,Virginia Tech,,7
89,1989,3,Colorado,8,38,,Illinois,10,7
90,1989,3,Colorado State,,42,,Cal State Fullerton,,14
91,1989,3,East Carolina,,21,@,Cincinnati,,14
92,1989,3,Eastern Michigan,,30,@,Ohio,,25
93,1989,3,Florida,,34,,Louisiana Tech,,7
94,1989,3,Florida State,,31,@,Louisiana State,21,21
95,1989,3,Fresno State,,27,@,Pacific,,14
96,1989,3,Georgia,,15,,Baylor,,3
97,1989,3,Indiana,,24,,Missouri,,7
98,1989,3,Kansas,,28,,Kent State,,21
99,1989,3,Kentucky,,13,,North Carolina,,6
100,1989,3,Long Beach State,,17,@,Boise State,,14
101,1989,3,Maryland,,23,,Western Michigan,,0
102,1989,3,Miami (FL),3,31,,California,,3
103,1989,3,Michigan State,,49,,Miami (OH),,0
104,1989,3,Minnesota,,30,@,Iowa State,,20
105,1989,3,Mississippi,,34,,Arkansas State,,31
106,1989,3,Nebraska,4,42,,Utah,,30
107,1989,3,North Carolina State,19,27,@,Wake Forest,,17
108,1989,3,Northern Iowa,,10,@,Kansas State,,8
109,1989,3,Notre Dame,1,24,@,Michigan,2,19
110,1989,3,Ohio State,,37,,Oklahoma State,,13
111,1989,3,Oregon,,44,@,Iowa,24,6
112,1989,3,Penn State,,42,,Temple,,3
113,1989,3,Rutgers,,9,,Boston College,,7
114,1989,3,Southern California,13,66,,Utah State,,10
115,1989,3,Southern Methodist,,31,,Connecticut,,30
116,1989,3,Syracuse,11,10,,Army,,7
117,1989,3,Tennessee,17,28,,Duke,,6
118,1989,3,Texas A&M,22,44,@,Texas Christian,,7
119,1989,3,Texas Tech,,27,,New Mexico,,20
120,1989,3,Texas-El Paso,,29,@,New Mexico State,,27
121,1989,3,Tulane,,17,,Louisiana,,10
122,1989,3,UCLA,20,28,@,San Diego State,,25
123,1989,3,Virginia,,17,@,Georgia Tech,,10
124,1989,3,Washington,15,38,,Purdue,,9
125,1989,3,Washington State,23,41,,Oregon State,,3
126,1989,3,West Virginia,12,45,,South Carolina,,21
127,1989,3,Wisconsin,,23,,Toledo,,10
128,1989,3,Wyoming,,20,,Hawaii,,15
129,1989,4,Air Force,,43,,Texas-El Paso,,26
130,1989,4,Alabama,15,15,,Kentucky,,3
131,1989,4,Arizona,23,20,,Washington,11,17
132,1989,4,Arkansas,8,24,@,Mississippi,,17
133,1989,4,Army,,14,,Wake Forest,,10
134,1989,4,Baylor,,46,,Kansas,,3
135,1989,4,Bowling Green State,,24,,Central Michigan,,20
136,1989,4,Cal State Fullerton,,41,@,San Diego State,,41
137,1989,4,California,,20,,Wisconsin,,14
138,1989,4,Cincinnati,,30,@,Miami (OH),,14
139,1989,4,Citadel,,14,@,Navy,,10
140,1989,4,Clemson,7,31,,Maryland,,7
141,1989,4,East Carolina,,56,,Illinois State,,10
142,1989,4,Eastern Michigan,,35,@,Colorado State,,35
143,1989,4,Florida,,38,@,Memphis,,13
144,1989,4,Florida State,,59,,Tulane,,9
145,1989,4,Fresno State,,52,,Long Beach State,,0
146,1989,4,Georgia,,23,,Mississippi State,,6
147,1989,4,Hawaii,,67,,Utah,,20
148,1989,4,Houston,17,36,@,Arizona State,,7
149,1989,4,Illinois,20,41,,Utah State,,2
150,1989,4,Iowa,,31,@,Iowa State,,21
151,1989,4,Louisiana,,18,@,Rice,,3
152,1989,4,Miami (FL),2,38,@,Missouri,,7
153,1989,4,Michigan,5,24,@,UCLA,24,23
154,1989,4,Nebraska,3,48,@,Minnesota,,0
155,1989,4,Nevada-Las Vegas,,26,,New Mexico State,,14
156,1989,4,North Carolina State,18,40,,North Carolina,,6
157,1989,4,Northern Illinois,,37,@,Kansas State,,20
158,1989,4,Notre Dame,1,21,,Michigan State,,13
159,1989,4,Oregon State,,37,@,Boise State,,30
160,1989,4,Penn State,,7,,Boston College,,3
161,1989,4,Pittsburgh,13,30,,Syracuse,10,23
162,1989,4,Rutgers,,38,@,Northwestern,,27
163,1989,4,San Jose State,,41,,Pacific,,32
164,1989,4,South Carolina,,21,,Georgia Tech,,10
165,1989,4,Southern California,12,42,,Ohio State,25,3
166,1989,4,Stanford,,18,,Oregon,22,17
167,1989,4,Texas,,45,@,Southern Methodist,,13
168,1989,4,Texas Christian,,19,,Southern Mississippi,,17
169,1989,4,Texas Tech,,31,@,Oklahoma State,,15
170,1989,4,Toledo,,29,,Ball State,,22
171,1989,4,Tulsa,,35,,New Mexico,,33
172,1989,4,Vanderbilt,,54,,Ohio,,10
173,1989,4,Virginia,,49,,Duke,,28
174,1989,4,Virginia Tech,,23,,Temple,,0
175,1989,4,Washington State,19,29,@,Wyoming,,23
176,1989,4,West Virginia,9,30,@,Louisville,,21
177,1989,4,Western Michigan,,26,@,Kent State,,4
178,1989,4,Youngstown State,,20,,Akron,,17
179,1989,5,Air Force,24,46,@,Colorado State,,21
180,1989,5,Akron,,38,@,Bowling Green State,,24
181,1989,5,Alabama,13,20,@,Vanderbilt,,14
182,1989,5,Arizona State,,19,,Missouri,,3
183,1989,5,Arkansas,8,39,,Texas-El Paso,,7
184,1989,5,Army,,56,,Harvard,,28
185,1989,5,Baylor,,29,,Texas Tech,,15
186,1989,5,Brigham Young,,37,@,Utah State,,10
187,1989,5,Cal State Fullerton,,34,,Nevada-Las Vegas,,20
188,1989,5,Central Michigan,,20,@,Miami (OH),,7
189,1989,5,Colorado,5,45,@,Washington,21,28
190,1989,5,Duke,,21,,Clemson,7,17
191,1989,5,Eastern Michigan,,21,@,Western Michigan,,20
192,1989,5,Florida,,21,,Mississippi State,,0
193,1989,5,Hawaii,,60,,New Mexico,,14
194,1989,5,Houston,14,65,,Temple,,7
195,1989,5,Indiana,,32,,Toledo,,12
196,1989,5,Iowa,,30,,Tulsa,,22
197,1989,5,Iowa State,,25,@,Tulane,,24
198,1989,5,Kansas State,,20,,North Texas,,17
199,1989,5,Louisiana,,24,@,Louisiana-Monroe,,10
200,1989,5,Louisiana State,,57,,Ohio,,6
201,1989,5,Louisiana Tech,,29,@,East Carolina,,29
202,1989,5,Louisville,,37,,Cincinnati,,17
203,1989,5,Miami (FL),2,26,@,Michigan State,,20
204,1989,5,Michigan,6,41,,Maryland,,21
205,1989,5,Minnesota,,34,,Indiana State,,14
206,1989,5,Navy,,12,@,North Carolina,,7
207,1989,5,Nebraska,3,35,,Oregon State,,7
208,1989,5,North Carolina State,15,42,,Kent State,,22
209,1989,5,Northern Illinois,,34,,Western Illinois,,27
210,1989,5,Notre Dame,1,40,@,Purdue,,7
211,1989,5,Ohio State,,34,,Boston College,,29
212,1989,5,Oklahoma,16,45,@,Kansas,,6
213,1989,5,Oklahoma State,,27,,Wyoming,,7
214,1989,5,Oregon,,16,,Arizona,17,10
215,1989,5,Pacific,,26,,Long Beach State,,25
216,1989,5,Penn State,,16,@,Texas,,12
217,1989,5,Pittsburgh,10,31,@,West Virginia,9,31
218,1989,5,Rice,,17,@,Wake Forest,,17
219,1989,5,San Diego State,,38,@,Utah,,27
220,1989,5,San Jose State,,40,@,Stanford,,33
221,1989,5,South Carolina,,24,@,Georgia,23,20
222,1989,5,Southern California,11,18,@,Washington State,19,17
223,1989,5,Tennessee,12,21,,Auburn,4,14
224,1989,5,Texas A&M,22,31,,Southern Mississippi,,14
225,1989,5,Texas Christian,,28,,Southern Methodist,,10
226,1989,5,UCLA,,24,,California,,6
227,1989,5,Virginia,,24,,William & Mary,,12
228,1989,6,Air Force,20,35,@,Navy,,7
229,1989,6,Akron,,31,,Louisiana Tech,,24
230,1989,6,Alabama,13,62,@,Mississippi,,27
231,1989,6,Arkansas,7,41,@,Texas Christian,,19
232,1989,6,Auburn,11,24,@,Kentucky,,12
233,1989,6,Ball State,,37,,Miami (OH),,9
234,1989,6,Bowling Green State,,31,@,Ohio,,28
235,1989,6,Brigham Young,,36,,Wyoming,,20
236,1989,6,California,,26,,San Jose State,,21
237,1989,6,Central Michigan,,38,,Kent State,,0
238,1989,6,Clemson,15,34,,Virginia,,20
239,1989,6,Colorado,3,49,,Missouri,,3
240,1989,6,Colorado State,,34,@,New Mexico,,20
241,1989,6,Duke,,35,,Army,,29
242,1989,6,Eastern Michigan,,31,,Toledo,,14
243,1989,6,Florida,,16,@,Louisiana State,,13
244,1989,6,Florida State,22,41,@,Syracuse,17,10
245,1989,6,Fresno State,,35,,Oregon State,,18
246,1989,6,Georgia Tech,,28,,Maryland,,24
247,1989,6,Hawaii,,31,,San Diego State,,24
248,1989,6,Houston,12,66,,Baylor,,10
249,1989,6,Illinois,18,34,,Ohio State,,14
250,1989,6,Indiana,,43,,Northwestern,,11
251,1989,6,Iowa State,,24,@,Kansas,,20
252,1989,6,Long Beach State,,55,,New Mexico State,,48
253,1989,6,Louisiana,,21,,Tulsa,,13
254,1989,6,Memphis,,13,,Vanderbilt,,10
255,1989,6,Miami (FL),2,56,,Cincinnati,,0
256,1989,6,Michigan,5,24,,Wisconsin,,0
257,1989,6,Michigan State,24,17,@,Iowa,,14
258,1989,6,Minnesota,,35,,Purdue,,15
259,1989,6,Mississippi State,,28,,Louisiana-Monroe,,14
260,1989,6,Nebraska,4,58,,Kansas State,,7
261,1989,6,Nevada-Las Vegas,,30,,Pacific,,7
262,1989,6,North Carolina State,14,35,,Middle Tennessee State,,14
263,1989,6,Northern Illinois,,29,,Southern Illinois,,24
264,1989,6,Notre Dame,1,27,@,Stanford,,17
265,1989,6,Oklahoma,16,37,,Oklahoma State,,15
266,1989,6,Penn State,,17,@,Rutgers,,0
267,1989,6,Pittsburgh,8,27,@,Temple,,3
268,1989,6,South Carolina,,47,,East Carolina,,14
269,1989,6,Southern California,9,24,,Washington,,16
270,1989,6,Southern Mississippi,,30,,Tulane,,21
271,1989,6,Tennessee,6,17,,Georgia,,14
272,1989,6,Texas,,31,,Rice,,30
273,1989,6,Texas Tech,,27,,Texas A&M,19,24
274,1989,6,UCLA,25,33,,Arizona State,,14
275,1989,6,Utah,,50,@,Texas-El Paso,,45
276,1989,6,Utah State,,34,,Cal State Fullerton,,23
277,1989,6,Virginia Tech,,12,@,West Virginia,9,10
278,1989,6,Wake Forest,,17,@,North Carolina,,16
279,1989,6,Washington State,21,51,@,Oregon,23,38
280,1989,7,Alabama,11,24,,Louisiana,,17
281,1989,7,Arizona,,42,,UCLA,22,7
282,1989,7,Arizona State,,17,@,Oregon State,,17
283,1989,7,Arkansas,7,45,@,Texas Tech,,13
284,1989,7,Army,,45,,Holy Cross,,9
285,1989,7,Auburn,12,10,,Louisiana State,,6
286,1989,7,Ball State,,23,@,Kent State,,21
287,1989,7,Baylor,,49,@,Southern Methodist,,3
288,1989,7,Boston College,,35,,Temple,,14
289,1989,7,Bowling Green State,,27,,Toledo,,23
290,1989,7,Brigham Young,25,45,@,Colorado State,,16
291,1989,7,Cal State Fullerton,,35,@,Pacific,,26
292,1989,7,Central Michigan,,34,@,Western Michigan,,6
293,1989,7,Colorado,3,52,@,Iowa State,,17
294,1989,7,Eastern Illinois,,21,,Akron,,17
295,1989,7,Florida,25,34,,Vanderbilt,,11
296,1989,7,Florida State,19,41,@,Virginia Tech,,7
297,1989,7,Fresno State,,34,@,Utah State,,7
298,1989,7,Georgia Tech,,30,@,Clemson,14,14
299,1989,7,Illinois,16,14,@,Purdue,,2
300,1989,7,Iowa,,31,@,Wisconsin,,24
301,1989,7,Kentucky,,33,,Rutgers,,26
302,1989,7,Liberty,,25,@,Eastern Michigan,,24
303,1989,7,Louisiana Tech,,42,,Northern Illinois,,21
304,1989,7,Maryland,,27,@,Wake Forest,,7
305,1989,7,Memphis,,34,@,Cincinnati,,17
306,1989,7,Miami (FL),2,48,,San Jose State,,16
307,1989,7,Michigan,5,10,@,Michigan State,21,7
308,1989,7,Minnesota,,20,@,Northwestern,,18
309,1989,7,Mississippi,,17,,Georgia,,13
310,1989,7,Nebraska,4,50,@,Missouri,,7
311,1989,7,Notre Dame,1,41,@,Air Force,17,27
312,1989,7,Ohio,,22,@,Miami (OH),,22
313,1989,7,Ohio State,,35,,Indiana,,31
314,1989,7,Oklahoma State,,17,,Kansas State,,13
315,1989,7,Penn State,23,34,@,Syracuse,,12
316,1989,7,Pittsburgh,9,31,,Navy,,14
317,1989,7,San Diego State,,30,,Long Beach State,,26
318,1989,7,Southern California,10,31,@,California,,15
319,1989,7,Southern Mississippi,,16,@,Louisville,,10
320,1989,7,Texas,,28,,Oklahoma,15,24
321,1989,7,Texas A&M,,17,,Houston,8,13
322,1989,7,Texas Christian,,30,@,Rice,,16
323,1989,7,Texas-El Paso,,26,,New Mexico,,7
324,1989,7,Tulsa,,34,,New Mexico State,,13
325,1989,7,Virginia,,50,,North Carolina,,17
326,1989,7,Washington,,20,,Oregon,,14
327,1989,7,Washington State,17,31,,Stanford,,13
328,1989,7,Wyoming,,45,,Utah,,24
329,1989,8,Akron,,31,@,Murray State,,31
330,1989,8,Alabama,10,47,,Tennessee,6,30
331,1989,8,Arizona,22,23,@,Washington State,15,21
332,1989,8,Army,,34,,Lafayette,,20
333,1989,8,Ball State,,14,,Western Michigan,,13
334,1989,8,Brigham Young,21,49,,Texas-El Paso,,24
335,1989,8,Clemson,,30,,North Carolina State,12,10
336,1989,8,Colorado,3,49,,Kansas,,17
337,1989,8,Colorado State,,31,,Hawaii,,16
338,1989,8,Duke,,46,@,Maryland,,25
339,1989,8,East Carolina,,14,,Virginia Tech,,10
340,1989,8,Eastern Michigan,,21,,Bowling Green State,,13
341,1989,8,Florida,20,27,,New Mexico,,21
342,1989,8,Florida State,14,22,,Auburn,11,14
343,1989,8,Fresno State,,33,,Cal State Fullerton,,19
344,1989,8,Georgia,,35,@,Vanderbilt,,16
345,1989,8,Georgia Tech,,17,,North Carolina,,14
346,1989,8,Houston,16,95,,Southern Methodist,,21
347,1989,8,Illinois,13,14,@,Michigan State,,10
348,1989,8,Indiana,,28,,Minnesota,,18
349,1989,8,Kentucky,,27,,Louisiana State,,21
350,1989,8,Louisiana,,24,@,Southern Mississippi,,21
351,1989,8,Louisiana Tech,,40,@,Arkansas State,,37
352,1989,8,Michigan,5,26,@,Iowa,,12
353,1989,8,Mississippi,,32,@,Tulane,,28
354,1989,8,Mississippi State,,35,,Memphis,,10
355,1989,8,Missouri,,21,@,Kansas State,,9
356,1989,8,Navy,,27,@,Boston College,,24
357,1989,8,Nebraska,4,48,@,Oklahoma State,,23
358,1989,8,Northern Illinois,,42,,Nevada-Las Vegas,,24
359,1989,8,Notre Dame,1,28,,Southern California,9,24
360,1989,8,Ohio,,37,,Kent State,,14
361,1989,8,Ohio State,,21,,Purdue,,3
362,1989,8,Oklahoma,25,43,@,Iowa State,,40
363,1989,8,Oregon,,27,@,Arizona State,,7
364,1989,8,Oregon State,,18,,UCLA,,17
365,1989,8,San Diego State,,35,,Pacific,,7
366,1989,8,San Jose State,,21,@,Long Beach State,,10
367,1989,8,South Carolina,24,24,,Western Carolina,,3
368,1989,8,Syracuse,,49,@,Rutgers,,28
369,1989,8,Texas,,24,@,Arkansas,7,20
370,1989,8,Texas A&M,23,14,@,Baylor,,11
371,1989,8,Texas Christian,,27,,Air Force,19,9
372,1989,8,Texas Tech,,41,,Rice,,25
373,1989,8,Toledo,,17,,Miami (OH),,14
374,1989,8,Tulsa,,31,,Louisville,,24
375,1989,8,Utah,,27,@,Stanford,,24
376,1989,8,Utah State,,28,@,New Mexico State,,13
377,1989,8,Virginia,,47,,Wake Forest,,28
378,1989,8,Washington,,29,@,California,,16
379,1989,8,West Virginia,18,69,,Cincinnati,,3
380,1989,8,Wisconsin,,35,,Northwestern,,31
381,1989,8,Youngstown State,,30,@,Central Michigan,,3
382,1989,9,Ball State,,34,,Indiana State,,27
383,1989,9,Akron,,31,,Cincinnati,,0
384,1989,9,Alabama,6,17,@,Penn State,14,16
385,1989,9,Arizona,17,38,,Pacific,,14
386,1989,9,Arizona State,,44,,Washington State,23,39
387,1989,9,Arkansas,13,45,,Houston,12,39
388,1989,9,Army,,35,,Rutgers,,14
389,1989,9,Auburn,16,14,,Mississippi State,,0
390,1989,9,Baylor,,27,,Texas Christian,,9
391,1989,9,Central Michigan,,24,,Eastern Michigan,,9
392,1989,9,Clemson,22,44,,Wake Forest,,10
393,1989,9,Colorado,3,20,@,Oklahoma,,3
394,1989,9,Colorado State,,50,@,Utah,,10
395,1989,9,Duke,,30,,Georgia Tech,,19
396,1989,9,Florida State,9,24,,Miami (FL),2,10
397,1989,9,Fresno State,,31,,Nevada-Las Vegas,,17
398,1989,9,Georgia,,34,,Kentucky,,23
399,1989,9,Hawaii,,56,,Brigham Young,18,14
400,1989,9,Illinois,8,32,,Wisconsin,,9
401,1989,9,Iowa,,35,@,Northwestern,,22
402,1989,9,James Madison,,24,@,Navy,,20
403,1989,9,Kansas,,21,@,Kansas State,,16
404,1989,9,Louisiana Tech,,34,,Tulsa,,31
405,1989,9,Maryland,,38,,North Carolina,,0
406,1989,9,Miami (OH),,17,,Bowling Green State,,13
407,1989,9,Michigan,5,38,,Indiana,,10
408,1989,9,Michigan State,,28,@,Purdue,,21
409,1989,9,Mississippi,,24,,Vanderbilt,,16
410,1989,9,Nebraska,4,49,,Iowa State,,17
411,1989,9,North Carolina State,20,20,@,South Carolina,25,10
412,1989,9,Northern Illinois,,20,@,Temple,,17
413,1989,9,Notre Dame,1,45,,Pittsburgh,7,7
414,1989,9,Ohio State,,41,@,Minnesota,,37
415,1989,9,Oklahoma State,,31,@,Missouri,,30
416,1989,9,Oregon,,52,,Long Beach State,,10
417,1989,9,Oregon State,,25,@,California,,14
418,1989,9,San Diego State,,34,@,Texas-El Paso,,31
419,1989,9,San Jose State,,34,,New Mexico State,,6
420,1989,9,Southern California,10,19,,Stanford,,0
421,1989,9,Southern Methodist,,35,,North Texas,,9
422,1989,9,Southern Mississippi,,31,@,Memphis,,7
423,1989,9,Syracuse,,18,,East Carolina,,16
424,1989,9,Tennessee,11,45,@,Louisiana State,,39
425,1989,9,Texas A&M,21,45,@,Rice,,7
426,1989,9,Toledo,,47,@,Kent State,,42
427,1989,9,Virginia,,16,,Louisville,,15
428,1989,9,Virginia Tech,,30,,Tulane,,13
429,1989,9,Washington,,28,@,UCLA,,27
430,1989,9,West Virginia,15,44,@,Boston College,,30
431,1989,9,Western Michigan,,28,,Ohio,,13
432,1989,9,Wyoming,,24,@,New Mexico,,23
433,1989,10,Air Force,,29,,Army,,3
434,1989,10,Akron,,52,,Northern Arizona,,7
435,1989,10,Alabama,5,23,,Mississippi State,,10
436,1989,10,Arizona State,,34,@,Washington,,32
437,1989,10,Arkansas,11,38,@,Rice,,17
438,1989,10,Auburn,12,10,,Florida,19,7
439,1989,10,Bowling Green State,,51,,Kent State,,28
440,1989,10,Brigham Young,23,45,,Oregon,,41
441,1989,10,Cal State Fullerton,,45,,New Mexico State,,10
442,1989,10,California,,29,,Arizona,15,28
443,1989,10,Central Michigan,,13,@,Ball State,,13
444,1989,10,Clemson,21,35,@,North Carolina,,3
445,1989,10,Colorado,2,27,,Nebraska,3,21
446,1989,10,Duke,,52,@,Wake Forest,,35
447,1989,10,Eastern Michigan,,20,,Miami (OH),,7
448,1989,10,Florida State,6,35,,South Carolina,,10
449,1989,10,Fresno State,25,31,,San Jose State,,30
450,1989,10,Georgia,,37,,Temple,,10
451,1989,10,Georgia Tech,,34,,Western Carolina,,7
452,1989,10,Hawaii,,26,,Texas-El Paso,,7
453,1989,10,Houston,17,55,@,Texas Christian,,10
454,1989,10,Illinois,8,31,@,Iowa,,7
455,1989,10,Iowa State,,36,,Kansas State,,11
456,1989,10,Kentucky,,31,,Cincinnati,,0
457,1989,10,Louisiana State,,35,@,Mississippi,,30
458,1989,10,Louisiana Tech,,24,,Louisiana-Monroe,,6
459,1989,10,Louisville,,55,,Western Kentucky,,7
460,1989,10,Miami (FL),7,40,,East Carolina,,10
461,1989,10,Michigan,4,42,,Purdue,,27
462,1989,10,Michigan State,,51,@,Indiana,,20
463,1989,10,Minnesota,,24,,Wisconsin,,22
464,1989,10,Nevada-Las Vegas,,43,,Long Beach State,,21
465,1989,10,Northern Illinois,,23,,Louisiana,,20
466,1989,10,Notre Dame,1,41,,Navy,,0
467,1989,10,Ohio State,,52,@,Northwestern,,27
468,1989,10,Oklahoma,,52,,Missouri,,14
469,1989,10,Oklahoma State,,37,@,Kansas,,24
470,1989,10,Penn State,16,19,,West Virginia,13,9
471,1989,10,San Diego State,,45,,New Mexico,,28
472,1989,10,Southern California,9,48,,Oregon State,,6
473,1989,10,Stanford,,17,,UCLA,,14
474,1989,10,Syracuse,,23,,Boston College,,11
475,1989,10,Texas A&M,20,63,,Southern Methodist,,14
476,1989,10,Texas Tech,,24,@,Texas,22,17
477,1989,10,Toledo,,19,,Western Michigan,,18
478,1989,10,Tulane,,38,,Memphis,,34
479,1989,10,Utah State,,38,@,Pacific,,10
480,1989,10,Virginia,24,20,@,North Carolina State,18,9
481,1989,10,Virginia Tech,,18,,Vanderbilt,,0
482,1989,10,Wyoming,,56,,Colorado State,,35
483,1989,11,Alabama,4,32,@,Louisiana State,,16
484,1989,11,Arizona State,,30,,Stanford,,22
485,1989,11,Arkansas,10,19,,Baylor,,10
486,1989,11,Auburn,12,38,,Louisiana Tech,,23
487,1989,11,Ball State,,23,,Eastern Michigan,,17
488,1989,11,Boston College,,24,@,Army,,17
489,1989,11,Bowling Green State,,31,@,Western Michigan,,30
490,1989,11,Brigham Young,21,44,,Air Force,,35
491,1989,11,Cal State Fullerton,,31,,Long Beach State,,13
492,1989,11,California,,38,,Washington State,,26
493,1989,11,Central Michigan,,24,,Ohio,,15
494,1989,11,Colorado,2,41,@,Oklahoma State,,17
495,1989,11,Colorado State,,52,@,Texas-El Paso,,0
496,1989,11,Duke,,35,,North Carolina State,22,26
497,1989,11,East Carolina,,31,,Temple,,24
498,1989,11,Fresno State,24,45,@,New Mexico State,,5
499,1989,11,Georgia,,17,,Florida,20,10
500,1989,11,Hawaii,,34,,Pacific,,26
501,1989,11,Houston,15,47,,Texas,,9
502,1989,11,Indiana,,45,@,Wisconsin,,17
503,1989,11,Iowa State,,35,@,Missouri,,21
504,1989,11,Kentucky,,15,@,Vanderbilt,,11
505,1989,11,Louisiana,,42,,Lamar,,33
506,1989,11,Louisville,,40,@,Memphis,,10
507,1989,11,Miami (FL),7,24,@,Pittsburgh,14,3
508,1989,11,Miami (OH),,15,@,Kent State,,13
509,1989,11,Michigan,3,24,@,Illinois,8,10
510,1989,11,Michigan State,,21,,Minnesota,,7
511,1989,11,Mississippi State,,27,,Tulane,,7
512,1989,11,Morehead State,,13,@,Cincinnati,,10
513,1989,11,Nebraska,6,51,,Kansas,,14
514,1989,11,Nevada,,45,,Nevada-Las Vegas,,7
515,1989,11,Northern Illinois,,39,,Toledo,,27
516,1989,11,Notre Dame,1,59,,Southern Methodist,,6
517,1989,11,Ohio State,,28,,Iowa,,0
518,1989,11,Oklahoma,,42,,Kansas State,,19
519,1989,11,Oregon,,38,@,UCLA,,20
520,1989,11,Penn State,13,13,@,Maryland,,13
