,season,week,winner,w_rank,w_pts,home_away,loser,l_rank,l_pts
19769,2015,17,Georgia Southern,,58,,Bowling Green State,,27
19770,2015,17,San Diego State,,42,,Cincinnati,,7
19771,2015,17,Western Michigan,,45,,Middle Tennessee State,,31
19772,2015,17,Duke,,44,,Indiana,,41
19773,2015,17,Marshall,,16,,Connecticut,,10
19774,2015,17,Nebraska,,37,,UCLA,,29
19775,2015,17,Virginia Tech,,55,,Tulsa,,52
19776,2015,17,Washington,,44,,Southern Mississippi,,31
19777,2015,17,Washington State,,20,,Miami (FL),,14
19778,2015,17,Minnesota,,21,,Central Michigan,,14
19779,2015,17,Navy,21,44,,Pittsburgh,,28
19780,2015,18,Baylor,18,49,,North Carolina,10,38
19781,2015,18,California,,55,,Air Force,,36
19782,2015,18,Louisiana State,22,56,,Texas Tech,,27
19783,2015,18,Nevada,,28,,Colorado State,,23
19784,2015,18,Auburn,,31,,Memphis,,10
19785,2015,18,Louisville,,27,,Texas A&M,,21
19786,2015,18,Mississippi State,,51,,North Carolina State,,28
19787,2015,18,Wisconsin,23,23,,Southern California,,21
19788,2015,18,Alabama,2,38,,Michigan State,3,0
19789,2015,18,Clemson,1,37,,Oklahoma,4,17
19790,2015,18,Houston,14,38,,Florida State,9,24
19791,2015,18,Michigan,17,41,,Florida,19,7
19792,2015,18,Mississippi,16,48,,Oklahoma State,13,20
19793,2015,18,Ohio State,7,44,,Notre Dame,8,28
19794,2015,18,Stanford,5,45,,Iowa,6,16
19795,2015,18,Tennessee,,45,,Northwestern,12,6
19796,2015,18,Arkansas,,45,,Kansas State,,23
19797,2015,18,Georgia,,24,,Penn State,,17
19798,2015,18,Texas Christian,11,47,,Oregon,15,41
19799,2015,18,West Virginia,,43,,Arizona State,,42
19800,2015,19,Alabama,2,45,,Clemson,1,40
19801,2016,1,California,,51,,Hawaii,,31
19802,2016,2,Central Michigan,,49,,Presbyterian,,3
19803,2016,2,Cincinnati,,28,,Tennessee-Martin,,7
19804,2016,2,Connecticut,,24,,Maine,,21
19805,2016,2,Idaho,,20,,Montana State,,17
19806,2016,2,Indiana,,34,@,Florida International,,13
19807,2016,2,Louisville,19,70,,Charlotte,,14
19808,2016,2,Minnesota,,30,,Oregon State,,23
19809,2016,2,Nevada-Las Vegas,,63,,Jackson State,,13
19810,2016,2,New Mexico,,48,,South Dakota,,21
19811,2016,2,North Carolina State,,48,,William & Mary,,14
19812,2016,2,South Carolina,,13,@,Vanderbilt,,10
19813,2016,2,Tennessee,9,20,,Appalachian State,,13
19814,2016,2,Utah,,24,,Southern Utah,,0
19815,2016,2,Utah State,,45,,Weber State,,6
19816,2016,2,Wake Forest,,7,,Tulane,,3
19817,2016,2,Western Kentucky,,46,,Rice,,14
19818,2016,2,Albany,,22,@,Buffalo,,16
19819,2016,2,Army,,28,@,Temple,,13
19820,2016,2,Ball State,,31,@,Georgia State,,21
19821,2016,2,Baylor,23,55,,Northwestern State,,7
19822,2016,2,Colorado,,44,,Colorado State,,7
19823,2016,2,Eastern Michigan,,61,,Mississippi Valley State,,14
19824,2016,2,Michigan State,12,28,,Furman,,13
19825,2016,2,Nevada,,30,,Cal Poly,,27
19826,2016,2,Stanford,8,26,,Kansas State,,13
19827,2016,2,Syracuse,,33,,Colgate,,7
19828,2016,2,Toledo,,31,@,Arkansas State,,10
19829,2016,2,Air Force,,37,,Abilene Christian,,21
19830,2016,2,Akron,,47,,Virginia Military Institute,,24
19831,2016,2,Alabama,1,52,,Southern California,20,6
19832,2016,2,Arizona State,,44,,Northern Arizona,,13
19833,2016,2,Arkansas,,21,,Louisiana Tech,,20
19834,2016,2,Boise State,,45,@,Louisiana,,10
19835,2016,2,Brigham Young,,18,,Arizona,,16
19836,2016,2,Central Florida,,38,,South Carolina State,,0
19837,2016,2,Clemson,2,19,@,Auburn,,13
19838,2016,2,Duke,,49,,North Carolina Central,,6
19839,2016,2,East Carolina,,52,,Western Carolina,,7
19840,2016,2,Eastern Washington,,45,@,Washington State,,42
19841,2016,2,Florida,25,24,,Massachusetts,,7
19842,2016,2,Florida Atlantic,,38,,Southern Illinois,,30
19843,2016,2,Georgia,18,33,,North Carolina,22,24
19844,2016,2,Georgia Southern,,54,,Savannah State,,0
19845,2016,2,Georgia Tech,,17,,Boston College,,14
19846,2016,2,Houston,15,33,,Oklahoma,3,23
19847,2016,2,Illinois,,52,,Murray State,,3
19848,2016,2,Iowa,17,45,,Miami (OH),,21
19849,2016,2,Kansas,,55,,Rhode Island,,6
19850,2016,2,Louisiana-Monroe,,38,,Southern,,21
19851,2016,2,Maryland,,52,,Howard,,13
19852,2016,2,Memphis,,35,,Southeast Missouri State,,17
19853,2016,2,Miami (FL),,70,,Florida A&M,,3
19854,2016,2,Michigan,7,63,,Hawaii,,3
19855,2016,2,Middle Tennessee State,,55,,Alabama A&M,,0
19856,2016,2,Navy,,52,,Fordham,,16
19857,2016,2,Nebraska,,43,,Fresno State,,10
19858,2016,2,Northern Iowa,,25,@,Iowa State,,20
19859,2016,2,Ohio State,6,77,,Bowling Green State,,10
19860,2016,2,Oklahoma State,21,61,,Southeastern Louisiana,,7
19861,2016,2,Oregon,24,53,,California-Davis,,28
19862,2016,2,Penn State,,33,,Kent State,,13
19863,2016,2,Pittsburgh,,28,,Villanova,,7
19864,2016,2,Purdue,,45,,Eastern Kentucky,,24
19865,2016,2,Richmond,,37,@,Virginia,,20
19866,2016,2,San Diego State,,31,,New Hampshire,,0
19867,2016,2,South Alabama,,21,@,Mississippi State,,20
19868,2016,2,South Florida,,56,,Towson,,20
19869,2016,2,Southern Methodist,,34,@,North Texas,,21
19870,2016,2,Southern Mississippi,,44,@,Kentucky,,35
19871,2016,2,Texas A&M,,31,,UCLA,16,24
19872,2016,2,Texas Christian,13,59,,South Dakota State,,41
19873,2016,2,Texas State,,56,@,Ohio,,54
19874,2016,2,Texas Tech,,69,,Stephen F. Austin,,17
19875,2016,2,Texas-El Paso,,38,,New Mexico State,,22
19876,2016,2,Texas-San Antonio,,26,,Alabama State,,13
19877,2016,2,Troy,,57,,Austin Peay,,17
19878,2016,2,Tulsa,,45,,San Jose State,,10
19879,2016,2,Virginia Tech,,36,,Liberty,,13
19880,2016,2,Washington,14,48,,Rutgers,,13
19881,2016,2,West Virginia,,26,,Missouri,,11
19882,2016,2,Western Michigan,,22,@,Northwestern,,21
19883,2016,2,Wisconsin,,16,,Louisiana State,5,14
19884,2016,2,Wyoming,,40,,Northern Illinois,,34
19885,2016,2,Old Dominion,,54,,Hampton,,21
19886,2016,2,Texas,,50,,Notre Dame,10,47
19887,2016,2,Florida State,4,45,,Mississippi,11,34
19888,2016,3,Louisville,13,62,@,Syracuse,,28
19889,2016,3,Maryland,,41,@,Florida International,,14
19890,2016,3,Air Force,,48,,Georgia State,,14
19891,2016,3,Alabama,1,38,,Western Kentucky,,10
19892,2016,3,Appalachian State,,31,,Old Dominion,,7
19893,2016,3,Arizona,,31,,Grambling State,,21
19894,2016,3,Arizona State,,68,,Texas Tech,,55
19895,2016,3,Arkansas,,41,@,Texas Christian,15,38
19896,2016,3,Army,,31,,Rice,,14
19897,2016,3,Auburn,,51,,Arkansas State,,14
19898,2016,3,Baylor,23,40,,Southern Methodist,,13
19899,2016,3,Boise State,,31,,Washington State,,28
19900,2016,3,Boston College,,26,@,Massachusetts,,7
19901,2016,3,Bowling Green State,,27,,North Dakota,,26
19902,2016,3,Central Michigan,,30,@,Oklahoma State,22,27
19903,2016,3,Charlotte,,47,,Elon,,14
19904,2016,3,Cincinnati,,38,@,Purdue,,20
19905,2016,3,Clemson,2,30,,Troy,,24
19906,2016,3,Colorado,,56,,Idaho State,,7
19907,2016,3,Colorado State,,23,,Texas-San Antonio,,14
19908,2016,3,East Carolina,,33,,North Carolina State,,30
19909,2016,3,Eastern Illinois,,21,@,Miami (OH),,17
19910,2016,3,Florida,,45,,Kentucky,,7
19911,2016,3,Florida State,3,52,,Charleston Southern,,8
19912,2016,3,Fresno State,,31,,Sacramento State,,3
19913,2016,3,Georgia,9,26,,Nicholls State,,24
19914,2016,3,Georgia Southern,,24,@,South Alabama,,9
19915,2016,3,Georgia Tech,,35,,Mercer,,10
19916,2016,3,Hawaii,,41,,Tennessee-Martin,,36
19917,2016,3,Houston,6,42,,Lamar,,0
19918,2016,3,Illinois State,,9,@,Northwestern,,7
19919,2016,3,Indiana,,30,,Ball State,,20
19920,2016,3,Iowa,16,42,,Iowa State,,3
19921,2016,3,Louisiana,,30,,McNeese State,,22
19922,2016,3,Louisiana State,21,34,,Jacksonville State,,13
19923,2016,3,Louisiana Tech,,53,,South Carolina State,,24
19924,2016,3,Marshall,,62,,Morgan State,,0
19925,2016,3,Miami (FL),25,38,,Florida Atlantic,,10
19926,2016,3,Michigan,5,51,,Central Florida,,14
19927,2016,3,Minnesota,,58,,Indiana State,,28
19928,2016,3,Mississippi,19,38,,Wofford,,13
19929,2016,3,Mississippi State,,27,,South Carolina,,14
19930,2016,3,Missouri,,61,,Eastern Michigan,,21
19931,2016,3,Navy,,28,,Connecticut,,24
19932,2016,3,Nebraska,,52,,Wyoming,,17
19933,2016,3,New Mexico State,,32,,New Mexico,,31
19934,2016,3,North Carolina,,48,@,Illinois,,23
19935,2016,3,North Carolina A&T,,39,@,Kent State,,36
19936,2016,3,North Texas,,41,,Bethune-Cookman,,20
19937,2016,3,Notre Dame,18,39,,Nevada,,10
19938,2016,3,Ohio,,37,@,Kansas,,21
19939,2016,3,Ohio State,4,48,,Tulsa,,3
19940,2016,3,Oklahoma,14,59,,Louisiana-Monroe,,17
19941,2016,3,Oregon,24,44,,Virginia,,26
19942,2016,3,Pittsburgh,,42,,Penn State,,39
19943,2016,3,Rutgers,,52,,Howard,,14
19944,2016,3,San Diego State,,45,,California,,40
19945,2016,3,San Jose State,,66,,Portland State,,35
19946,2016,3,South Florida,,48,,Northern Illinois,,17
19947,2016,3,Southern California,,45,,Utah State,,7
19948,2016,3,Southern Mississippi,,56,,Savannah State,,0
19949,2016,3,Temple,,38,,Stony Brook,,0
19950,2016,3,Tennessee,17,45,,Virginia Tech,,24
19951,2016,3,Texas,11,41,,Texas-El Paso,,7
19952,2016,3,Texas A&M,20,67,,Prairie View A&M,,0
19953,2016,3,Toledo,,45,,Maine,,3
19954,2016,3,Tulane,,66,,Southern,,21
19955,2016,3,UCLA,,42,,Nevada-Las Vegas,,21
19956,2016,3,Utah,,20,,Brigham Young,,19
19957,2016,3,Vanderbilt,,47,,Middle Tennessee State,,24
19958,2016,3,Wake Forest,,24,@,Duke,,14
19959,2016,3,Washington,8,59,,Idaho,,14
19960,2016,3,West Virginia,,38,,Youngstown State,,21
19961,2016,3,Western Michigan,,70,,North Carolina Central,,21
19962,2016,3,Wisconsin,10,54,,Akron,,10
19963,2016,4,Houston,6,40,@,Cincinnati,,16
19964,2016,4,Arizona State,,32,@,Texas-San Antonio,,28
19965,2016,4,Baylor,21,38,@,Rice,,10
19966,2016,4,Utah State,,34,,Arkansas State,,20
19967,2016,4,Akron,,65,@,Marshall,,38
19968,2016,4,Alabama,1,48,@,Mississippi,19,43
19969,2016,4,Arizona,,47,,Hawaii,,28
19970,2016,4,Arkansas,24,42,,Texas State,,3
19971,2016,4,Army,,66,@,Texas-El Paso,,14
19972,2016,4,Ball State,,41,,Eastern Kentucky,,14
19973,2016,4,California,,50,,Texas,11,43
19974,2016,4,Central Michigan,,44,,Nevada-Las Vegas,,21
19975,2016,4,Clemson,5,59,,South Carolina State,,0
19976,2016,4,Colorado State,,47,,Northern Colorado,,21
19977,2016,4,Connecticut,,13,,Virginia,,10
19978,2016,4,Eastern Michigan,,37,@,Charlotte,,19
19979,2016,4,Florida,23,32,,North Texas,,0
19980,2016,4,Georgia,16,28,@,Missouri,,27
19981,2016,4,Georgia Southern,,23,,Louisiana-Monroe,,21
19982,2016,4,Georgia Tech,,38,,Vanderbilt,,7
19983,2016,4,Kansas State,,63,,Florida Atlantic,,7
19984,2016,4,Kent State,,27,,Monmouth,,7
19985,2016,4,Kentucky,,62,,New Mexico State,,42
19986,2016,4,Louisiana,,28,,South Alabama,,23
19987,2016,4,Louisiana State,20,23,,Mississippi State,,20
19988,2016,4,Louisville,10,63,,Florida State,2,20
19989,2016,4,Maryland,,30,@,Central Florida,,24
19990,2016,4,Massachusetts,,21,,Florida International,,13
19991,2016,4,Memphis,,43,,Kansas,,7
19992,2016,4,Miami (FL),25,45,@,Appalachian State,,10
19993,2016,4,Michigan,4,45,,Colorado,,28
19994,2016,4,Michigan State,12,36,@,Notre Dame,18,28
19995,2016,4,Middle Tennessee State,,41,@,Bowling Green State,,21
19996,2016,4,Navy,,21,@,Tulane,,14
19997,2016,4,Nebraska,,35,,Oregon,22,32
19998,2016,4,Nevada,,38,,Buffalo,,14
19999,2016,4,North Carolina,,56,,James Madison,,28
20000,2016,4,North Carolina State,,49,,Old Dominion,,22
20001,2016,4,North Dakota State,,23,@,Iowa,13,21
20002,2016,4,Northwestern,,24,,Duke,,13
20003,2016,4,Ohio State,3,45,@,Oklahoma,14,24
20004,2016,4,Oklahoma State,,45,,Pittsburgh,,38
20005,2016,4,Oregon State,,37,,Idaho State,,7
20006,2016,4,Penn State,,34,,Temple,,27
20007,2016,4,Rutgers,,37,,New Mexico,,28
20008,2016,4,San Diego State,,42,@,Northern Illinois,,28
20009,2016,4,South Carolina,,20,,East Carolina,,15
20010,2016,4,South Florida,,45,@,Syracuse,,20
20011,2016,4,Southern Methodist,,29,,Liberty,,14
20012,2016,4,Stanford,7,27,,Southern California,,10
20013,2016,4,Tennessee,15,28,,Ohio,,19
20014,2016,4,Texas A&M,17,29,@,Auburn,,16
20015,2016,4,Texas Christian,,41,,Iowa State,,20
20016,2016,4,Texas Tech,,59,,Louisiana Tech,,45
20017,2016,4,Toledo,,52,,Fresno State,,17
20018,2016,4,Troy,,37,@,Southern Mississippi,,31
20019,2016,4,Tulsa,,58,,North Carolina A&T,,21
20020,2016,4,UCLA,,17,@,Brigham Young,,14
20021,2016,4,Utah,,34,@,San Jose State,,17
20022,2016,4,Virginia Tech,,49,,Boston College,,0
20023,2016,4,Wake Forest,,38,,Delaware,,21
20024,2016,4,Washington,8,41,,Portland State,,3
20025,2016,4,Washington State,,56,,Idaho,,6
20026,2016,4,Western Kentucky,,31,@,Miami (OH),,24
20027,2016,4,Western Michigan,,34,@,Illinois,,10
20028,2016,4,Wisconsin,9,23,,Georgia State,,17
20029,2016,4,Wyoming,,45,,California-Davis,,22
20030,2016,5,Clemson,5,26,@,Georgia Tech,,7
20031,2016,5,Eastern Michigan,,27,,Wyoming,,24
20032,2016,5,Texas Christian,,33,@,Southern Methodist,,3
20033,2016,5,Utah,24,31,,Southern California,,27
20034,2016,5,Air Force,,27,@,Utah State,,20
20035,2016,5,Alabama,1,48,,Kent State,,0
20036,2016,5,Appalachian State,,45,@,Akron,,38
20037,2016,5,Arizona State,,51,,California,,41
20038,2016,5,Auburn,,18,,Louisiana State,18,13
20039,2016,5,Ball State,,31,@,Florida Atlantic,,27
20040,2016,5,Baylor,16,35,,Oklahoma State,,24
20041,2016,5,Boise State,,38,@,Oregon State,,24
20042,2016,5,Boston College,,42,,Wagner,,10
20043,2016,5,Buffalo,,23,,Army,,20
20044,2016,5,Central Arkansas,,28,@,Arkansas State,,23
20045,2016,5,Central Florida,,53,@,Florida International,,14
20046,2016,5,Cincinnati,,27,,Miami (OH),,20
20047,2016,5,Colorado,,41,@,Oregon,,38
20048,2016,5,Duke,,38,@,Notre Dame,,35
20049,2016,5,Florida State,13,55,@,South Florida,,35
20050,2016,5,Houston,6,64,@,Texas State,,3
20051,2016,5,Idaho,,33,@,Nevada-Las Vegas,,30
20052,2016,5,Iowa,,14,@,Rutgers,,7
20053,2016,5,Iowa State,,44,,San Jose State,,10
20054,2016,5,Kansas State,,35,,Missouri State,,0
20055,2016,5,Kentucky,,17,,South Carolina,,10
20056,2016,5,Louisville,3,59,@,Marshall,,28
20057,2016,5,Memphis,,77,,Bowling Green State,,3
20058,2016,5,Michigan,4,49,,Penn State,,10
20059,2016,5,Middle Tennessee State,,38,,Louisiana Tech,,34
20060,2016,5,Minnesota,,31,,Colorado State,,24
20061,2016,5,Mississippi,23,45,,Georgia,12,14
20062,2016,5,Mississippi State,,47,@,Massachusetts,,35
20063,2016,5,Missouri,,79,,Delaware State,,0
20064,2016,5,Nebraska,20,24,@,Northwestern,,13
20065,2016,5,North Carolina,,37,,Pittsburgh,,36
20066,2016,5,North Texas,,42,@,Rice,,35
20067,2016,5,Ohio,,37,,Gardner-Webb,,21
20068,2016,5,Old Dominion,,33,,Texas-San Antonio,,19
20069,2016,5,Purdue,,24,,Nevada,,14
20070,2016,5,South Alabama,,41,,Nicholls State,,40
20071,2016,5,Southern Mississippi,,34,@,Texas-El Paso,,7
20072,2016,5,Stanford,7,22,@,UCLA,,13
20073,2016,5,Syracuse,,31,@,Connecticut,,24
20074,2016,5,Temple,,48,,Charlotte,,20
20075,2016,5,Tennessee,14,38,,Florida,19,28
20076,2016,5,Texas A&M,10,45,,Arkansas,17,24
20077,2016,5,Troy,,52,,New Mexico State,,6
20078,2016,5,Tulane,,41,,Louisiana,,39
20079,2016,5,Tulsa,,48,@,Fresno State,,41
20080,2016,5,Vanderbilt,,31,@,Western Kentucky,,30
20081,2016,5,Virginia,,49,,Central Michigan,,35
20082,2016,5,Virginia Tech,,54,,East Carolina,,17
20083,2016,5,Wake Forest,,33,@,Indiana,,28
20084,2016,5,Washington,9,35,@,Arizona,,28
20085,2016,5,West Virginia,,35,,Brigham Young,,32
20086,2016,5,Western Illinois,,28,@,Northern Illinois,,23
20087,2016,5,Western Michigan,,49,,Georgia Southern,,31
20088,2016,5,Wisconsin,11,30,@,Michigan State,8,6
20089,2016,6,Houston,6,42,,Connecticut,,14
20090,2016,6,Texas Tech,,55,,Kansas,,19
20091,2016,6,Brigham Young,,55,,Toledo,,53
20092,2016,6,Washington,10,44,,Stanford,7,6
20093,2016,6,Air Force,,28,,Navy,,14
20094,2016,6,Akron,,31,@,Kent State,,27
20095,2016,6,Alabama,1,34,,Kentucky,,6
20096,2016,6,Appalachian State,,17,,Georgia State,,3
20097,2016,6,Arkansas,20,52,,Alcorn State,,10
20098,2016,6,Auburn,,58,,Louisiana-Monroe,,7
20099,2016,6,Baylor,13,45,@,Iowa State,,42
20100,2016,6,Boise State,24,21,,Utah State,,10
20101,2016,6,Boston College,,35,,Buffalo,,3
20102,2016,6,California,,28,,Utah,18,23
20103,2016,6,Central Florida,,47,@,East Carolina,,29
20104,2016,6,Clemson,5,42,,Louisville,3,36
20105,2016,6,Colorado,,47,,Oregon State,,6
20106,2016,6,Eastern Michigan,,28,@,Bowling Green State,,25
20107,2016,6,Florida,23,13,@,Vanderbilt,,6
20108,2016,6,Florida International,,33,,Florida Atlantic,,31
20109,2016,6,Hawaii,,38,,Nevada,,17
20110,2016,6,Indiana,,24,,Michigan State,17,21
20111,2016,6,Louisiana State,,42,,Missouri,,7
20112,2016,6,Louisiana Tech,,28,,Texas-El Paso,,7
20113,2016,6,Maryland,,50,,Purdue,,7
20114,2016,6,Miami (FL),14,35,@,Georgia Tech,,21
20115,2016,6,Michigan,4,14,,Wisconsin,8,7
20116,2016,6,Middle Tennessee State,,30,@,North Texas,,13
20117,2016,6,Mississippi,16,48,,Memphis,,28
20118,2016,6,Nebraska,15,31,,Illinois,,16
20119,2016,6,Nevada-Las Vegas,,45,,Fresno State,,20
20120,2016,6,New Mexico,,48,,San Jose State,,41
20121,2016,6,New Mexico State,,37,,Louisiana,,31
20122,2016,6,North Carolina,,37,@,Florida State,12,35
20123,2016,6,North Carolina State,,33,,Wake Forest,,16
20124,2016,6,Northern Illinois,,31,@,Ball State,,24
20125,2016,6,Northwestern,,38,@,Iowa,,31
20126,2016,6,Notre Dame,,50,,Syracuse,,33
20127,2016,6,Ohio,,17,@,Miami (OH),,7
20128,2016,6,Ohio State,2,58,,Rutgers,,0
20129,2016,6,Oklahoma,,52,@,Texas Christian,21,46
20130,2016,6,Oklahoma State,,49,,Texas,22,31
20131,2016,6,Old Dominion,,52,@,Charlotte,,17
20132,2016,6,Penn State,,29,,Minnesota,,26
20133,2016,6,Pittsburgh,,43,,Marshall,,27
20134,2016,6,South Alabama,,42,,San Diego State,19,24
20135,2016,6,South Florida,,45,@,Cincinnati,,20
20136,2016,6,Southern California,,41,,Arizona State,,20
20137,2016,6,Southern Mississippi,,44,,Rice,,28
20138,2016,6,Temple,,45,,Southern Methodist,,20
20139,2016,6,Tennessee,11,34,@,Georgia,25,31
20140,2016,6,Texas A&M,9,24,@,South Carolina,,13
20141,2016,6,Texas State,,48,,Incarnate Word,,17
20142,2016,6,Troy,,34,@,Idaho,,13
20143,2016,6,Tulane,,31,@,Massachusetts,,24
20144,2016,6,UCLA,,45,,Arizona,,24
20145,2016,6,Virginia,,34,@,Duke,,20
20146,2016,6,Washington State,,51,,Oregon,,33
20147,2016,6,West Virginia,,17,,Kansas State,,16
20148,2016,6,Western Kentucky,,50,,Houston Baptist,,3
20149,2016,6,Western Michigan,,49,@,Central Michigan,,10
20150,2016,6,Wyoming,,38,@,Colorado State,,17
20151,2016,7,Arkansas State,,27,,Georgia Southern,,26
20152,2016,7,Louisiana Tech,,55,,Western Kentucky,,52
20153,2016,7,Memphis,,34,,Temple,,27
20154,2016,7,Boise State,19,49,@,New Mexico,,21
20155,2016,7,Clemson,3,56,@,Boston College,,10
20156,2016,7,Old Dominion,,36,,Massachusetts,,16
20157,2016,7,Tulsa,,43,,Southern Methodist,,40
20158,2016,7,Akron,,35,,Miami (OH),,13
20159,2016,7,Alabama,1,49,@,Arkansas,16,30
20160,2016,7,Arizona State,,23,,UCLA,,20
20161,2016,7,Auburn,,38,@,Mississippi State,,14
20162,2016,7,Brigham Young,,31,@,Michigan State,,14
20163,2016,7,Central Michigan,,24,,Ball State,,21
20164,2016,7,Colorado State,,31,,Utah State,,24
20165,2016,7,Connecticut,,20,,Cincinnati,,9
20166,2016,7,Duke,,13,,Army,,6
20167,2016,7,Florida International,,35,@,Texas-El Paso,,21
20168,2016,7,Florida State,23,20,@,Miami (FL),10,19
20169,2016,7,Georgia State,,41,,Texas State,,21
20170,2016,7,Hawaii,,34,@,San Jose State,,17
20171,2016,7,Idaho,,34,@,Louisiana-Monroe,,31
20172,2016,7,Iowa,,14,@,Minnesota,,7
20173,2016,7,Kansas State,,44,,Texas Tech,,38
20174,2016,7,Kent State,,44,@,Buffalo,,20
20175,2016,7,Kentucky,,20,,Vanderbilt,,13
20176,2016,7,Michigan,4,78,@,Rutgers,,0
20177,2016,7,Navy,,46,,Houston,6,40
20178,2016,7,Nevada,,27,,Fresno State,,22
20179,2016,7,North Carolina State,,10,,Notre Dame,,3
20180,2016,7,North Texas,,38,,Marshall,,21
20181,2016,7,Ohio,,30,,Bowling Green State,,24
20182,2016,7,Ohio State,2,38,,Indiana,,17
20183,2016,7,Oklahoma,20,45,,Texas,,40
20184,2016,7,Oklahoma State,,38,,Iowa State,,31
20185,2016,7,Oregon State,,47,,California,,44
20186,2016,7,Penn State,,38,,Maryland,,14
20187,2016,7,Pittsburgh,,37,,Georgia Tech,,34
20188,2016,7,Purdue,,34,@,Illinois,,31
20189,2016,7,San Diego State,,26,,Nevada-Las Vegas,,7
20190,2016,7,South Florida,,38,,East Carolina,,22
20191,2016,7,Southern California,,21,,Colorado,21,17
20192,2016,7,Texas A&M,8,45,,Tennessee,9,38
20193,2016,7,Texas Christian,,24,@,Kansas,,23
20194,2016,7,Texas-San Antonio,,55,,Southern Mississippi,,32
20195,2016,7,Toledo,,35,@,Eastern Michigan,,20
20196,2016,7,Utah,24,36,,Arizona,,23
20197,2016,7,Virginia Tech,25,34,@,North Carolina,17,3
20198,2016,7,Wake Forest,,28,,Syracuse,,9
20199,2016,7,Washington,5,70,@,Oregon,,21
20200,2016,7,Washington State,,42,@,Stanford,15,16
20201,2016,7,Western Michigan,,45,,Northern Illinois,,30
20202,2016,7,Wyoming,,35,,Air Force,,26
20203,2016,7,Charlotte,,28,@,Florida Atlantic,,23
20204,2016,7,Georgia,,28,@,South Carolina,,14
20205,2016,8,Appalachian State,,24,@,Louisiana,,0
20206,2016,8,Brigham Young,,28,,Mississippi State,,21
20207,2016,8,Louisville,7,24,,Duke,,14
20208,2016,8,Memphis,,24,@,Tulane,,14
20209,2016,8,San Diego State,,17,@,Fresno State,,3
20210,2016,8,Alabama,1,49,@,Tennessee,9,10
20211,2016,8,Arkansas,22,34,,Mississippi,12,30
20212,2016,8,Arkansas State,,17,,South Alabama,,7
20213,2016,8,Army,,62,,Lafayette,,7
20214,2016,8,Ball State,,31,@,Buffalo,,21
20215,2016,8,Baylor,11,49,,Kansas,,7
20216,2016,8,Boise State,15,28,,Colorado State,,23
20217,2016,8,Central Michigan,,34,@,Northern Illinois,,28
20218,2016,8,Clemson,3,24,,North Carolina State,,17
20219,2016,8,Colorado,,40,,Arizona State,,16
20220,2016,8,Eastern Michigan,,27,@,Ohio,,20
20221,2016,8,Florida,18,40,,Missouri,,14
20222,2016,8,Florida International,,27,@,Charlotte,,26
20223,2016,8,Florida State,14,17,,Wake Forest,,6
20224,2016,8,Georgia Tech,,35,,Georgia Southern,,24
20225,2016,8,Houston,13,38,,Tulsa,,31
20226,2016,8,Idaho,,55,,New Mexico State,,23
20227,2016,8,Illinois,,24,@,Rutgers,,7
20228,2016,8,Iowa,,49,@,Purdue,,35
20229,2016,8,Louisiana State,,45,,Southern Mississippi,,10
20230,2016,8,Louisiana Tech,,56,@,Massachusetts,,28
20231,2016,8,Louisiana-Monroe,,40,,Texas State,,34
20232,2016,8,Marshall,,27,,Florida Atlantic,,21
20233,2016,8,Miami (OH),,18,,Kent State,,14
20234,2016,8,Minnesota,,31,@,Maryland,,10
20235,2016,8,Nebraska,10,27,@,Indiana,,22
20236,2016,8,Nevada-Las Vegas,,41,@,Hawaii,,38
20237,2016,8,New Mexico,,45,,Air Force,,40
20238,2016,8,North Carolina,,20,@,Miami (FL),16,13
20239,2016,8,Northwestern,,54,@,Michigan State,,40
20240,2016,8,Ohio State,2,30,@,Wisconsin,8,23
20241,2016,8,Oklahoma,19,38,,Kansas State,,17
20242,2016,8,Pittsburgh,,45,@,Virginia,,31
20243,2016,8,San Jose State,,14,,Nevada,,10
20244,2016,8,South Florida,,42,,Connecticut,,27
20245,2016,8,Southern California,,48,@,Arizona,,14
20246,2016,8,Stanford,,17,@,Notre Dame,,10
20247,2016,8,Syracuse,,31,,Virginia Tech,17,17
20248,2016,8,Temple,,26,@,Central Florida,,25
20249,2016,8,Texas,,27,,Iowa State,,6
20250,2016,8,Texas-San Antonio,,14,@,Rice,,13
20251,2016,8,Toledo,,42,,Bowling Green State,,35
20252,2016,8,Troy,,31,,Georgia State,,21
20253,2016,8,Utah,21,19,@,Oregon State,,14
20254,2016,8,Vanderbilt,,17,@,Georgia,,16
20255,2016,8,Washington State,,27,,UCLA,,21
20256,2016,8,West Virginia,20,48,@,Texas Tech,,17
20257,2016,8,Western Kentucky,,44,@,Middle Tennessee State,,43
20258,2016,8,Western Michigan,24,41,@,Akron,,0
20259,2016,9,Boise State,14,28,,Brigham Young,,27
20260,2016,9,Troy,,28,@,South Alabama,,21
20261,2016,9,Virginia Tech,,37,,Miami (FL),,16
20262,2016,9,California,,52,,Oregon,,49
20263,2016,9,San Diego State,,42,,San Jose State,,3
20264,2016,9,Temple,,46,,South Florida,,30
20265,2016,9,Akron,,35,@,Ball State,,25
20266,2016,9,Alabama,1,33,,Texas A&M,6,14
20267,2016,9,Appalachian State,,37,,Idaho,,19
20268,2016,9,Auburn,21,56,,Arkansas,17,3
20269,2016,9,Central Florida,,24,@,Connecticut,,16
